id,date,collection_location,travel_history,new_cases,mobility,sequencing_intensity
seq_117188,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117218,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117229,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117233,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117235,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11723,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117239,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117244,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117247,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117277,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117286,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117293,2020-06-03,domestic,travel,5160,-0.01,0.106976744186047
seq_117370,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117390,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117402,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117404,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117416,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117417,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117435,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117445,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117456,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117499,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117518,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117528,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117531,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117538,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117544,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117546,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117550,2020-06-03,domestic,travel,5160,-0.01,0.106976744186047
seq_117551,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11755,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117563,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117565,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117567,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117570,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117575,2020-06-03,domestic,travel,5160,-0.01,0.106976744186047
seq_117583,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117585,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117611,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117621,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117652,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117660,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117664,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117668,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117715,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117720,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117726,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117775,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117803,2020-06-03,domestic,travel,5160,-0.01,0.106976744186047
seq_117837,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117854,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117870,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117881,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117884,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117897,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117902,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117911,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117925,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117937,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117945,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117962,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117974,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117990,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_117999,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118001,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118026,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118034,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118064,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118072,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11810,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118111,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118115,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118127,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118143,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118165,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11816,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118179,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118195,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118196,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118210,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118216,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118219,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118224,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118229,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118239,2020-06-03,domestic,travel,5160,-0.01,0.106976744186047
seq_118287,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118293,2020-06-03,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118309,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118344,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11834,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118361,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118363,2020-06-02,domestic,travel,5160,-0.01,0.106976744186047
seq_118393,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118407,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118408,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11840,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118432,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118434,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118436,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118463,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118465,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118484,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118532,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118548,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118549,2020-06-02,domestic,travel,5160,-0.01,0.106976744186047
seq_118569,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118581,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118588,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118591,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118594,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118598,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118618,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118627,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118634,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118648,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118649,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118669,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118672,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118686,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11868,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118698,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_1186,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118735,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118754,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11878,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118807,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11881,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118860,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118891,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118892,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118939,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118973,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_118978,2020-06-02,domestic,travel,5160,-0.01,0.106976744186047
seq_118991,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119003,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119030,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119086,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119089,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119091,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119108,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11910,2020-06-02,domestic,travel,5160,-0.01,0.106976744186047
seq_119122,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119130,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119148,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119153,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119155,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119163,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119165,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119166,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119168,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119169,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119225,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119240,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119272,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119281,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119318,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119357,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119372,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119384,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119394,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119397,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119411,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119413,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119433,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119434,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119445,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119451,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119462,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119473,2020-06-02,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119492,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119505,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119536,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119573,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119593,2020-06-01,domestic,travel,5160,-0.01,0.106976744186047
seq_119597,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119607,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119615,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119624,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119631,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11963,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119640,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119645,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119647,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119651,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119700,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119705,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119714,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119765,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119767,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119826,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11986,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119905,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119916,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119918,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119922,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11993,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119962,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_119978,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_11997,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120014,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12004,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120056,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120074,2020-06-01,domestic,travel,5160,-0.01,0.106976744186047
seq_12007,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120090,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120115,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120140,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120163,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120174,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120203,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120229,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12023,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12025,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120259,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120263,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120275,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120276,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120294,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120311,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120349,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120361,2020-06-01,domestic,travel,5160,-0.01,0.106976744186047
seq_120372,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120422,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120437,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120440,2020-06-01,domestic,travel,5160,-0.01,0.106976744186047
seq_120441,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120471,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120499,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120505,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120509,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120526,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120540,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120559,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120614,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120622,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120625,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120679,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120690,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120693,2020-06-01,domestic,travel,5160,-0.01,0.106976744186047
seq_120733,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12073,2020-06-01,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120751,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120756,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120766,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12078,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120796,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12079,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120876,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120894,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120895,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120915,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120946,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120958,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120968,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120979,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120982,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_120991,2020-05-31,domestic,travel,5160,-0.01,0.106976744186047
seq_120992,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121025,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121038,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121041,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121063,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121066,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121080,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121104,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121144,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121150,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121166,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121170,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121180,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121213,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121224,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121231,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121244,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121273,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121285,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121314,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121327,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121330,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121334,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121351,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121356,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121384,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121428,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121429,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121433,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121435,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121437,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12143,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121439,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121454,2020-05-31,domestic,travel,5160,-0.01,0.106976744186047
seq_121472,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121481,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121488,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121497,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12149,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121522,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121536,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121537,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121538,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121540,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121546,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121547,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121565,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121576,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121577,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121592,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121596,2020-05-31,domestic,travel,5160,-0.01,0.106976744186047
seq_121601,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121617,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121641,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121657,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121670,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121692,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_1216,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121707,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121727,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121728,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121729,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121758,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121781,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12178,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121800,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121801,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121819,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_12186,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121884,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121886,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121942,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121944,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121947,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121967,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_121978,2020-05-31,domestic,travel,5160,-0.01,0.106976744186047
seq_121984,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_1219,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_122006,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_122024,2020-05-31,domestic,no_travel,5160,-0.01,0.106976744186047
seq_122033,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122070,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122089,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122090,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122110,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122173,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122180,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122218,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122227,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_12222,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122248,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122258,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122273,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_12228,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_12230,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122314,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122324,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122327,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122330,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122340,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122347,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122351,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_12236,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122371,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122407,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122414,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122437,2020-05-30,domestic,travel,7412,-0.01,0.0972746896923907
seq_122443,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_122447,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
seq_12244,2020-05-30,domestic,no_travel,7412,-0.01,0.0972746896923907
