"id","date","collection_location","new_cases","mobility","sequencing_intensity"
"seq_16",2020-09-06,"intl_source",2,0.01,0.5
"seq_60",2020-08-23,"intl_source",12,0.01,0.0833333333333333
"seq_73",2020-08-21,"intl_source",20,0.01,0.15
"seq_100",2020-08-17,"intl_source",20,0.01,0.15
"seq_114",2020-08-16,"intl_source",20,0.01,0.15
"seq_120",2020-08-15,"intl_source",43,0.01,0.186046511627907
"seq_125",2020-08-15,"intl_source",43,0.01,0.186046511627907
"seq_144",2020-08-13,"intl_source",43,0.01,0.186046511627907
"seq_182",2020-08-10,"intl_source",43,0.01,0.186046511627907
"seq_183",2020-08-10,"intl_source",43,0.01,0.186046511627907
"seq_185",2020-08-10,"intl_source",43,0.01,0.186046511627907
"seq_196",2020-08-09,"intl_source",43,0.01,0.186046511627907
"seq_197",2020-08-09,"intl_source",43,0.01,0.186046511627907
"seq_228",2020-08-07,"intl_source",89,0.01,0.0674157303370786
"seq_243",2020-08-07,"intl_source",89,0.01,0.0674157303370786
"seq_259",2020-08-06,"intl_source",89,0.01,0.0674157303370786
"seq_263",2020-08-05,"intl_source",89,0.01,0.0674157303370786
"seq_336",2020-08-02,"intl_source",89,0.01,0.0674157303370786
"seq_346",2020-08-02,"intl_source",89,0.01,0.0674157303370786
"seq_379",2020-07-31,"intl_source",112,0.01,0.116071428571429
"seq_396",2020-07-30,"intl_source",112,0.01,0.116071428571429
"seq_439",2020-07-29,"intl_source",112,0.01,0.116071428571429
"seq_469",2020-07-28,"intl_source",112,0.01,0.116071428571429
"seq_475",2020-07-28,"intl_source",112,0.01,0.116071428571429
"seq_480",2020-07-28,"intl_source",112,0.01,0.116071428571429
"seq_495",2020-07-27,"intl_source",112,0.01,0.116071428571429
"seq_514",2020-07-27,"intl_source",112,0.01,0.116071428571429
"seq_519",2020-07-27,"intl_source",112,0.01,0.116071428571429
"seq_524",2020-07-26,"intl_source",112,0.01,0.116071428571429
"seq_531",2020-07-26,"intl_source",112,0.01,0.116071428571429
"seq_542",2020-07-26,"intl_source",112,0.01,0.116071428571429
"seq_558",2020-07-26,"intl_source",112,0.01,0.116071428571429
"seq_561",2020-07-25,"intl_source",187,0.01,0.117647058823529
"seq_573",2020-07-25,"intl_source",187,0.01,0.117647058823529
"seq_620",2020-07-24,"intl_source",187,0.01,0.117647058823529
"seq_626",2020-07-24,"intl_source",187,0.01,0.117647058823529
"seq_639",2020-07-24,"intl_source",187,0.01,0.117647058823529
"seq_680",2020-07-23,"intl_source",187,0.01,0.117647058823529
"seq_689",2020-07-23,"intl_source",187,0.01,0.117647058823529
"seq_745",2020-07-22,"intl_source",187,0.01,0.117647058823529
"seq_763",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_767",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_775",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_788",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_795",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_800",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_812",2020-07-21,"intl_source",187,0.01,0.117647058823529
"seq_821",2020-07-20,"intl_source",187,0.01,0.117647058823529
"seq_823",2020-07-20,"intl_source",187,0.01,0.117647058823529
"seq_825",2020-07-20,"intl_source",187,0.01,0.117647058823529
"seq_831",2020-07-20,"intl_source",187,0.01,0.117647058823529
"seq_842",2020-07-20,"intl_source",187,0.01,0.117647058823529
"seq_865",2020-07-20,"intl_source",187,0.01,0.117647058823529
"seq_882",2020-07-19,"intl_source",187,0.01,0.117647058823529
"seq_931",2020-07-18,"intl_source",310,0.01,0.106451612903226
"seq_935",2020-07-18,"intl_source",310,0.01,0.106451612903226
"seq_954",2020-07-18,"intl_source",310,0.01,0.106451612903226
"seq_965",2020-07-18,"intl_source",310,0.01,0.106451612903226
"seq_977",2020-07-18,"intl_source",310,0.01,0.106451612903226
"seq_992",2020-07-18,"intl_source",310,0.01,0.106451612903226
"seq_100002",2020-07-17,"intl_source",310,0.01,0.106451612903226
"seq_100007",2020-07-17,"intl_source",310,0.01,0.106451612903226
"seq_100024",2020-07-17,"intl_source",310,0.01,0.106451612903226
"seq_100026",2020-07-17,"intl_source",310,0.01,0.106451612903226
"seq_100089",2020-07-16,"intl_source",310,0.01,0.106451612903226
"seq_100134",2020-07-16,"intl_source",310,0.01,0.106451612903226
"seq_100175",2020-07-15,"intl_source",310,0.01,0.106451612903226
"seq_100179",2020-07-15,"intl_source",310,0.01,0.106451612903226
"seq_100185",2020-07-15,"intl_source",310,0.01,0.106451612903226
"seq_100187",2020-07-15,"intl_source",310,0.01,0.106451612903226
"seq_100195",2020-07-15,"intl_source",310,0.01,0.106451612903226
"seq_100223",2020-07-14,"intl_source",310,0.01,0.106451612903226
"seq_100226",2020-07-14,"intl_source",310,0.01,0.106451612903226
"seq_100264",2020-07-14,"intl_source",310,0.01,0.106451612903226
"seq_100265",2020-07-14,"intl_source",310,0.01,0.106451612903226
"seq_100296",2020-07-14,"intl_source",310,0.01,0.106451612903226
"seq_100315",2020-07-13,"intl_source",310,0.01,0.106451612903226
"seq_100320",2020-07-13,"intl_source",310,0.01,0.106451612903226
"seq_100334",2020-07-13,"intl_source",310,0.01,0.106451612903226
"seq_10035",2020-07-13,"intl_source",310,0.01,0.106451612903226
"seq_100367",2020-07-13,"intl_source",310,0.01,0.106451612903226
"seq_100374",2020-07-13,"intl_source",310,0.01,0.106451612903226
"seq_100422",2020-07-12,"intl_source",310,0.01,0.106451612903226
"seq_100451",2020-07-12,"intl_source",310,0.01,0.106451612903226
"seq_10046",2020-07-12,"intl_source",310,0.01,0.106451612903226
"seq_100481",2020-07-12,"intl_source",310,0.01,0.106451612903226
"seq_100512",2020-07-12,"intl_source",310,0.01,0.106451612903226
"seq_100548",2020-07-11,"intl_source",515,0.01,0.0990291262135922
"seq_100557",2020-07-11,"intl_source",515,0.01,0.0990291262135922
"seq_10057",2020-07-11,"intl_source",515,0.01,0.0990291262135922
"seq_100591",2020-07-11,"intl_source",515,0.01,0.0990291262135922
"seq_100630",2020-07-10,"intl_source",515,0.01,0.0990291262135922
"seq_100638",2020-07-10,"intl_source",515,0.01,0.0990291262135922
"seq_100639",2020-07-10,"intl_source",515,0.01,0.0990291262135922
"seq_100659",2020-07-10,"intl_source",515,0.01,0.0990291262135922
"seq_100701",2020-07-10,"intl_source",515,0.01,0.0990291262135922
"seq_100717",2020-07-10,"intl_source",515,0.01,0.0990291262135922
"seq_100796",2020-07-09,"intl_source",515,0.01,0.0990291262135922
"seq_1007",2020-07-09,"intl_source",515,0.01,0.0990291262135922
"seq_100805",2020-07-09,"intl_source",515,0.01,0.0990291262135922
"seq_100815",2020-07-09,"intl_source",515,0.01,0.0990291262135922
"seq_10084",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_10086",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100894",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100903",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100935",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100941",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100955",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100971",2020-07-08,"intl_source",515,0.01,0.0990291262135922
"seq_100974",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_100984",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_100986",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_100992",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_101033",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_101062",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_101101",2020-07-07,"intl_source",515,0.01,0.0990291262135922
"seq_101121",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101129",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101135",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101154",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101166",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_10116",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101174",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_10117",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101181",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101214",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101239",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101253",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101256",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101262",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101270",2020-07-06,"intl_source",515,0.01,0.0990291262135922
"seq_101282",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_101334",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_101337",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_10136",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_101370",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_101390",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_101415",2020-07-05,"intl_source",515,0.01,0.0990291262135922
"seq_101430",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101465",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101467",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101468",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101534",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101554",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101577",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101578",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101582",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101602",2020-07-04,"intl_source",776,0.01,0.0992268041237113
"seq_101630",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_10163",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_101648",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_101658",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_10165",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_101693",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_10169",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_101732",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_101743",2020-07-03,"intl_source",776,0.01,0.0992268041237113
"seq_101801",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_10180",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101824",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101833",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_10184",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101860",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101880",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101896",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101898",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101899",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101927",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_101943",2020-07-02,"intl_source",776,0.01,0.0992268041237113
"seq_102008",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102013",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102019",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102024",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102035",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102049",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102053",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_10209",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102160",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102170",2020-07-01,"intl_source",776,0.01,0.0992268041237113
"seq_102246",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102247",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102260",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102271",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102361",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102403",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_10241",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102425",2020-06-30,"intl_source",776,0.01,0.0992268041237113
"seq_102443",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102522",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102540",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102548",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102568",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102575",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_1025",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102603",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102656",2020-06-29,"intl_source",776,0.01,0.0992268041237113
"seq_102674",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102678",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102691",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102708",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_10272",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102763",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102808",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102818",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_10283",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102846",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102849",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_10285",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102864",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102883",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102890",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102893",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102898",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102912",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102914",2020-06-28,"intl_source",776,0.01,0.0992268041237113
"seq_102941",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_102978",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_102993",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103025",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103029",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103031",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103043",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103049",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103061",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103069",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_10309",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103102",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103186",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103187",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103188",2020-06-27,"intl_source",1094,0.01,0.093235831809872
"seq_103235",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103236",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103251",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103325",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_10337",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103405",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103436",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103452",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_103472",2020-06-26,"intl_source",1094,0.01,0.093235831809872
"seq_10350",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103520",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103549",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103606",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103612",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103614",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103617",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103628",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103633",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103657",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103688",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_10368",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103724",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103729",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103730",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103746",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103757",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103776",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103781",2020-06-25,"intl_source",1094,0.01,0.093235831809872
"seq_103813",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_103815",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_103848",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_103862",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_103870",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_103892",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_103927",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_10399",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_104025",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_104059",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_10406",2020-06-24,"intl_source",1094,0.01,0.093235831809872
"seq_104109",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104163",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104232",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104252",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104269",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104280",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104304",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104327",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104356",2020-06-23,"intl_source",1094,0.01,0.093235831809872
"seq_104444",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104450",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104482",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104537",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104545",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104553",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104593",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104606",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104612",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104615",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104632",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104633",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104648",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104688",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104689",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104712",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_10471",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104728",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104753",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_10476",2020-06-22,"intl_source",1094,0.01,0.093235831809872
"seq_104788",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_104862",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_104867",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_104868",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_10486",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_104899",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_104911",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105005",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105034",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_10503",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105047",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105061",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105062",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105084",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_10509",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105100",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105122",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105171",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_105184",2020-06-21,"intl_source",1094,0.01,0.093235831809872
"seq_10519",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105202",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105244",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105302",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105349",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105358",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105369",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105377",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105389",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105401",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105428",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105430",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105450",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105487",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105499",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105523",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105539",2020-06-20,"intl_source",1676,0.01,0.0906921241050119
"seq_105631",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105642",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105646",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105651",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105662",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105703",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105717",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105752",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105754",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105793",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105803",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105805",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105821",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105862",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105887",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105906",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105937",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105942",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105958",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_105991",2020-06-19,"intl_source",1676,0.01,0.0906921241050119
"seq_106081",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106091",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106116",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106119",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106127",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106209",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106220",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106223",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106235",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106243",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106254",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106304",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106313",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_10635",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106359",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106364",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106372",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106407",2020-06-18,"intl_source",1676,0.01,0.0906921241050119
"seq_106434",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106469",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106476",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106500",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106504",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106526",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_10653",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106544",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106562",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106563",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106566",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106574",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106650",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106701",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106704",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106741",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106757",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106759",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106760",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_10676",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106771",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106778",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106827",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106861",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106930",2020-06-17,"intl_source",1676,0.01,0.0906921241050119
"seq_106942",2020-06-16,"intl_source",1676,0.01,0.0906921241050119
"seq_107013",2020-06-16,"intl_source",1676,0.01,0.0906921241050119
"seq_107027",2020-06-16,"intl_source",1676,0.01,0.0906921241050119
"seq_107080",2020-06-16,"intl_source",1676,0.01,0.0906921241050119
