"id","date","collection_location","new_cases","mobility","sequencing_intensity"
"seq_31996",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32029",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32057",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32067",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32108",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32109",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32122",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32125",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32144",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32156",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32180",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32214",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32232",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32243",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32284",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32286",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32302",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32303",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32307",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_3230",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32311",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32317",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_3231",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32326",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32343",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32418",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_3247",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32479",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32497",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32532",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32571",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32611",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32615",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_3262",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32629",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32630",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32631",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32669",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32725",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32736",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_3273",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32803",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32826",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32830",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32857",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32866",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_3286",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32890",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32927",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32966",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_32975",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33004",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33018",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33031",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33068",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33078",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33081",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33091",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33111",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33145",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33147",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33163",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33186",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33227",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33252",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33268",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33329",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33335",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33429",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33434",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33442",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33462",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33493",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33494",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33518",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33577",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33630",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33636",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33637",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33638",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33647",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33652",2020-05-06,"intl_source",8888,0.01,0.0943969396939694
"seq_33668",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33697",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33722",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33749",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33752",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3375",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33763",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33785",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33867",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33881",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3389",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33938",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33945",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33946",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33961",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_33992",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34044",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34054",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34064",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34074",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34117",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34167",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34168",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34227",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3422",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34263",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34267",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3426",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34297",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34299",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34300",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34305",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34312",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34315",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34319",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34373",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34399",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34406",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34410",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3442",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34430",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34455",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34465",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34500",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34501",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34520",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3452",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34535",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34537",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34540",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34553",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3455",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34596",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34602",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3460",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34620",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34639",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34643",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3466",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3470",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34735",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34737",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34742",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34748",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34780",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34791",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34813",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34826",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34883",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34933",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34935",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34940",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34941",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34942",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34975",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_34980",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35038",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35052",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35062",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3510",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3511",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35133",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35140",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35245",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35246",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35262",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35292",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35304",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35309",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35331",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35352",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35358",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35404",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35425",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35428",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3542",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35445",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35456",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35493",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35525",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35531",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35557",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35596",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35616",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35672",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35677",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35678",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35730",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35731",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35738",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35741",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35742",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35781",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35804",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35815",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35816",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35832",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35833",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35840",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35854",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35889",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3589",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35927",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_35961",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3601",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36025",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36049",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36059",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36089",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36107",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36154",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36163",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36194",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36224",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36231",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36262",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3629",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3632",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_3633",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36383",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36388",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36447",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36489",2020-05-05,"intl_source",8888,0.01,0.0943969396939694
"seq_36527",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36549",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36579",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36609",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36611",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36621",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36632",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36675",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36676",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36704",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36731",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36749",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36762",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36794",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36795",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36813",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36815",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36835",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3683",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36841",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36865",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36868",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36897",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36934",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36967",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_36975",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37025",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37040",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37052",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37061",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37080",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37105",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37108",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37113",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37207",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37277",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37286",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37294",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3730",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37318",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37325",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37407",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37424",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37431",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37455",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3747",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37490",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37502",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37539",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37553",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37569",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37639",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37656",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37670",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3768",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37702",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37725",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37740",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37744",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37753",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37758",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37819",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37834",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37838",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37896",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37904",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37965",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37968",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_37981",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38016",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38023",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38029",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38032",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38036",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38055",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38064",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38090",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38125",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38134",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3813",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38147",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38150",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38171",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3817",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38186",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38212",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38214",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38222",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38240",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38260",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38266",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38292",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38294",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38306",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38351",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38353",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3836",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38377",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38475",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38482",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38504",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3851",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38534",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38539",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38542",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38545",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38587",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38621",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38698",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38761",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38770",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38916",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38926",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38945",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38957",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38977",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_38985",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3902",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_39042",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_39098",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3911",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3912",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3917",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_3927",2020-05-04,"intl_source",8888,0.01,0.0943969396939694
"seq_39295",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39309",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39329",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39332",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39428",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39451",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39465",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39471",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39479",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39489",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39523",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39525",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39528",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39544",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39563",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39600",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39655",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39672",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39680",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39722",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39741",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39743",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39781",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39812",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39819",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_3982",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39893",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39901",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39918",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_39945",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_4000",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40065",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40077",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40123",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40126",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40132",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40137",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40162",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
"seq_40252",2020-05-03,"intl_source",8888,0.01,0.0943969396939694
