id,collection_location,collection_date
seq_70825,Imports,2020-04-20
seq_53494,domestic,2020-04-28
seq_55319,intl_source,2020-04-27
seq_75603,intl_source,2020-04-18
seq_98556,intl_source,2020-03-13
seq_63933,domestic,2020-04-24
seq_104184,domestic,2020-06-23
seq_141681,domestic,2020-05-19
seq_7252,domestic,2020-04-19
seq_20670,domestic,2020-05-10
seq_55664,domestic,2020-04-27
seq_30412,domestic,2020-05-07
seq_156133,domestic,2020-05-14
seq_157725,intl_source,2020-05-13
seq_37968,intl_source,2020-05-04
seq_111287,domestic,2020-06-10
seq_149751,domestic,2020-05-16
seq_36945,domestic,2020-05-04
seq_55393,domestic,2020-04-27
seq_94351,intl_source,2020-03-29
seq_72813,domestic,2020-04-19
seq_92177,intl_source,2020-04-02
seq_104252,intl_source,2020-06-23
seq_89799,domestic,2020-04-06
seq_133652,intl_source,2020-05-23
seq_128015,domestic,2020-05-27
seq_24961,domestic,2020-05-09
seq_32302,intl_source,2020-05-06
seq_115510,domestic,2020-06-05
seq_129229,domestic,2020-05-26
seq_110506,domestic,2020-06-11
seq_107783,domestic,2020-06-15
seq_85751,intl_source,2020-04-10
seq_14530,domestic,2020-05-18
seq_72042,intl_source,2020-04-20
seq_127272,domestic,2020-05-27
seq_68842,domestic,2020-04-21
seq_68524,intl_source,2020-04-22
seq_98300,intl_source,2020-03-15
seq_106899,domestic,2020-06-17
seq_149459,intl_source,2020-05-16
seq_149443,intl_source,2020-05-16
seq_20502,intl_source,2020-05-10
seq_6353,domestic,2020-04-24
seq_72075,intl_source,2020-04-20
seq_18564,domestic,2020-05-11
seq_114831,domestic,2020-06-06
seq_90046,Imports,2020-04-05
seq_15461,domestic,2020-05-14
seq_44100,domestic,2020-05-02
seq_98335,intl_source,2020-03-15
seq_17343,intl_source,2020-05-11
seq_138791,domestic,2020-05-21
seq_117191,intl_source,2020-06-03
seq_29495,intl_source,2020-05-07
seq_152775,domestic,2020-05-15
seq_138701,intl_source,2020-05-21
seq_144546,domestic,2020-05-18
seq_143821,domestic,2020-05-19
seq_103691,domestic,2020-06-25
seq_10180,intl_source,2020-07-02
seq_127832,domestic,2020-05-27
seq_11509,domestic,2020-06-05
seq_128927,domestic,2020-05-26
seq_140754,domestic,2020-05-20
seq_17729,domestic,2020-05-11
seq_67222,domestic,2020-04-22
seq_148398,intl_source,2020-05-17
seq_689,intl_source,2020-07-23
seq_112765,domestic,2020-06-08
seq_81776,domestic,2020-04-13
seq_101467,intl_source,2020-07-04
seq_155770,domestic,2020-05-14
seq_6899,domestic,2020-04-21
seq_60663,intl_source,2020-04-25
seq_30797,domestic,2020-05-07
seq_64349,intl_source,2020-04-24
seq_52907,domestic,2020-04-28
seq_21059,intl_source,2020-05-10
seq_10057,intl_source,2020-07-11
seq_139537,domestic,2020-05-20
seq_14632,intl_source,2020-05-17
seq_135522,domestic,2020-05-22
seq_7868,intl_source,2020-04-16
seq_58984,domestic,2020-04-26
seq_97803,intl_source,2020-03-18
seq_6276,domestic,2020-04-24
seq_110071,domestic,2020-06-11
seq_1216,domestic,2020-05-31
seq_34615,domestic,2020-05-05
seq_12964,domestic,2020-05-26
seq_98730,intl_source,2020-03-11
seq_62927,intl_source,2020-04-24
seq_147953,Imports,2020-05-17
seq_31563,domestic,2020-05-06
seq_160005,domestic,2020-05-12
seq_47263,domestic,2020-05-01
seq_66556,domestic,2020-04-23
seq_82917,domestic,2020-04-13
seq_13702,domestic,2020-05-22
seq_38174,domestic,2020-05-04
seq_45449,intl_source,2020-05-01
seq_30077,intl_source,2020-05-07
seq_104818,domestic,2020-06-21
seq_11418,domestic,2020-06-06
seq_93565,intl_source,2020-03-31
seq_27202,intl_source,2020-05-08
seq_122384,intl_source,2020-05-30
seq_112533,domestic,2020-06-08
seq_63101,domestic,2020-04-24
seq_135004,domestic,2020-05-23
seq_131095,intl_source,2020-05-25
seq_121528,intl_source,2020-05-31
seq_4107,intl_source,2020-05-03
seq_76835,intl_source,2020-04-17
seq_66673,intl_source,2020-04-22
seq_20870,domestic,2020-05-10
seq_77846,intl_source,2020-04-16
seq_118210,domestic,2020-06-03
seq_40177,domestic,2020-05-03
seq_18759,domestic,2020-05-11
seq_107594,intl_source,2020-06-15
seq_116685,domestic,2020-06-04
seq_43350,intl_source,2020-05-02
seq_77481,domestic,2020-04-16
seq_126277,intl_source,2020-05-28
seq_118309,domestic,2020-06-02
seq_159893,domestic,2020-05-12
seq_21610,domestic,2020-05-10
seq_59089,domestic,2020-04-26
seq_8359,intl_source,2020-04-12
seq_75015,domestic,2020-04-18
seq_73185,intl_source,2020-04-19
seq_145999,intl_source,2020-05-18
seq_20758,domestic,2020-05-10
seq_94555,domestic,2020-03-29
seq_105122,intl_source,2020-06-21
seq_158202,intl_source,2020-05-13
seq_62920,domestic,2020-04-24
seq_133361,domestic,2020-05-24
seq_94259,intl_source,2020-03-29
seq_112880,domestic,2020-06-08
seq_9933,intl_source,2020-03-04
seq_72935,intl_source,2020-04-19
seq_29103,domestic,2020-05-07
seq_96715,intl_source,2020-03-23
seq_127384,intl_source,2020-05-27
seq_116656,domestic,2020-06-04
seq_121547,domestic,2020-05-31
seq_114091,intl_source,2020-06-06
seq_127483,domestic,2020-05-27
seq_155764,domestic,2020-05-14
seq_51992,intl_source,2020-04-29
seq_71169,domestic,2020-04-20
seq_77538,domestic,2020-04-16
seq_41985,intl_source,2020-05-02
seq_132326,domestic,2020-05-24
seq_105935,domestic,2020-06-19
seq_107027,intl_source,2020-06-16
seq_57492,domestic,2020-04-27
seq_133225,domestic,2020-05-24
seq_18674,domestic,2020-05-11
seq_29579,domestic,2020-05-07
seq_136011,intl_source,2020-05-22
seq_156460,intl_source,2020-05-13
seq_116195,domestic,2020-06-04
seq_144787,domestic,2020-05-18
seq_118698,domestic,2020-06-02
seq_122963,domestic,2020-05-30
seq_62873,intl_source,2020-04-24
seq_17678,domestic,2020-05-11
seq_48248,domestic,2020-04-30
seq_136026,intl_source,2020-05-22
seq_73875,Imports,2020-04-19
seq_25234,intl_source,2020-05-09
seq_46327,intl_source,2020-05-01
seq_136749,domestic,2020-05-22
seq_48070,domestic,2020-04-30
seq_69746,intl_source,2020-04-21
seq_42394,Imports,2020-05-02
seq_15796,intl_source,2020-05-13
seq_11232,intl_source,2020-06-08
seq_151127,intl_source,2020-05-15
seq_76368,domestic,2020-04-17
seq_128983,domestic,2020-05-26
seq_136855,domestic,2020-05-22
seq_123360,domestic,2020-05-30
seq_152160,intl_source,2020-05-15
seq_139178,domestic,2020-05-21
seq_96118,intl_source,2020-03-25
seq_122364,intl_source,2020-05-30
seq_85362,domestic,2020-04-10
seq_156351,domestic,2020-05-13
seq_110746,intl_source,2020-06-10
seq_116055,domestic,2020-06-05
seq_112290,intl_source,2020-06-08
seq_11331,domestic,2020-06-07
seq_102053,intl_source,2020-07-01
seq_153844,domestic,2020-05-14
seq_34691,domestic,2020-05-05
seq_62451,domestic,2020-04-24
seq_9591,intl_source,2020-03-25
seq_41371,domestic,2020-05-03
seq_133665,domestic,2020-05-23
seq_120014,domestic,2020-06-01
seq_156766,intl_source,2020-05-13
seq_100033,domestic,2020-07-17
seq_28918,domestic,2020-05-07
seq_66787,intl_source,2020-04-22
seq_144386,Imports,2020-05-18
seq_79534,intl_source,2020-04-15
seq_32857,intl_source,2020-05-06
seq_147056,domestic,2020-05-17
seq_31942,domestic,2020-05-06
seq_112315,domestic,2020-06-08
seq_15160,domestic,2020-05-15
seq_92251,intl_source,2020-04-02
seq_40447,domestic,2020-05-03
seq_469,intl_source,2020-07-28
seq_52925,domestic,2020-04-28
seq_160207,intl_source,2020-05-12
seq_141595,intl_source,2020-05-20
seq_113885,domestic,2020-06-07
seq_11998,intl_source,2020-06-01
seq_35052,intl_source,2020-05-05
seq_69328,domestic,2020-04-21
seq_83727,domestic,2020-04-12
seq_156554,intl_source,2020-05-13
seq_159850,domestic,2020-05-12
seq_53907,domestic,2020-04-28
seq_34031,domestic,2020-05-05
seq_73105,Imports,2020-04-19
seq_83321,domestic,2020-04-12
seq_45809,domestic,2020-05-01
seq_17124,domestic,2020-05-11
seq_135194,domestic,2020-05-23
seq_159032,domestic,2020-05-12
seq_160242,Imports,2020-05-12
seq_69544,intl_source,2020-04-21
seq_150889,intl_source,2020-05-16
seq_102540,intl_source,2020-06-29
seq_136820,intl_source,2020-05-22
seq_36025,intl_source,2020-05-05
seq_116022,domestic,2020-06-05
seq_118754,domestic,2020-06-02
seq_40695,domestic,2020-05-03
seq_134764,domestic,2020-05-23
seq_151579,intl_source,2020-05-15
seq_31442,domestic,2020-05-06
seq_38679,domestic,2020-05-04
seq_53826,intl_source,2020-04-28
seq_61953,domestic,2020-04-25
seq_32356,domestic,2020-05-06
seq_23138,domestic,2020-05-09
seq_131628,domestic,2020-05-24
seq_77962,domestic,2020-04-16
seq_4653,domestic,2020-05-01
seq_71175,intl_source,2020-04-20
seq_88719,Imports,2020-04-07
seq_10368,intl_source,2020-06-25
seq_144444,domestic,2020-05-18
seq_104087,domestic,2020-06-23
seq_119493,intl_source,2020-06-01
seq_69706,domestic,2020-04-21
seq_38602,domestic,2020-05-04
seq_83428,intl_source,2020-04-12
seq_1974,domestic,2020-05-11
seq_142668,domestic,2020-05-19
seq_149645,domestic,2020-05-16
seq_145916,intl_source,2020-05-18
seq_63687,intl_source,2020-04-24
seq_36262,intl_source,2020-05-05
seq_113696,domestic,2020-06-07
seq_156317,intl_source,2020-05-13
seq_76921,intl_source,2020-04-17
seq_58935,intl_source,2020-04-26
seq_147879,Imports,2020-05-17
seq_127649,intl_source,2020-05-27
seq_62449,intl_source,2020-04-24
seq_29648,intl_source,2020-05-07
seq_77547,domestic,2020-04-16
seq_91689,intl_source,2020-04-03
seq_33752,intl_source,2020-05-05
seq_85083,domestic,2020-04-11
seq_72236,domestic,2020-04-20
seq_99835,intl_source,2020-02-18
seq_100112,domestic,2020-07-16
seq_50980,intl_source,2020-04-29
seq_137591,domestic,2020-05-21
seq_79340,intl_source,2020-04-15
seq_53301,domestic,2020-04-28
seq_38294,intl_source,2020-05-04
seq_159830,intl_source,2020-05-12
seq_40162,intl_source,2020-05-03
seq_124138,intl_source,2020-05-29
seq_65112,domestic,2020-04-23
seq_110242,Imports,2020-06-11
seq_3048,domestic,2020-05-07
seq_146646,Imports,2020-05-17
seq_109927,domestic,2020-06-11
seq_66004,intl_source,2020-04-23
seq_101577,intl_source,2020-07-04
seq_126505,intl_source,2020-05-27
seq_150696,domestic,2020-05-16
seq_145031,domestic,2020-05-18
seq_34937,domestic,2020-05-05
seq_156422,domestic,2020-05-13
seq_62392,domestic,2020-04-24
seq_132190,domestic,2020-05-24
seq_148871,intl_source,2020-05-16
seq_75756,domestic,2020-04-18
seq_69297,domestic,2020-04-21
seq_16872,domestic,2020-05-12
seq_146736,domestic,2020-05-17
seq_18852,intl_source,2020-05-11
seq_31667,intl_source,2020-05-06
seq_77215,intl_source,2020-04-17
seq_86611,domestic,2020-04-09
seq_62701,domestic,2020-04-24
seq_8129,intl_source,2020-04-14
seq_18586,intl_source,2020-05-11
seq_51421,Imports,2020-04-29
seq_72191,intl_source,2020-04-20
seq_136233,domestic,2020-05-22
seq_156301,domestic,2020-05-13
seq_74558,domestic,2020-04-18
seq_150169,intl_source,2020-05-16
seq_47136,domestic,2020-05-01
seq_136889,intl_source,2020-05-22
seq_39521,domestic,2020-05-03
seq_62460,intl_source,2020-04-24
seq_27561,intl_source,2020-05-08
seq_50911,domestic,2020-04-29
seq_3008,domestic,2020-05-07
seq_44984,intl_source,2020-05-01
seq_64577,domestic,2020-04-23
seq_62194,domestic,2020-04-25
seq_46472,intl_source,2020-05-01
seq_64452,intl_source,2020-04-24
seq_41243,domestic,2020-05-03
seq_21015,domestic,2020-05-10
seq_90053,domestic,2020-04-05
seq_12641,domestic,2020-05-28
seq_154670,domestic,2020-05-14
seq_105098,domestic,2020-06-21
seq_108409,domestic,2020-06-14
seq_15171,domestic,2020-05-15
seq_19634,intl_source,2020-05-11
seq_104170,domestic,2020-06-23
seq_142802,domestic,2020-05-19
seq_33785,intl_source,2020-05-05
seq_62261,intl_source,2020-04-25
seq_79818,domestic,2020-04-15
seq_76775,domestic,2020-04-17
seq_87430,domestic,2020-04-08
seq_27293,intl_source,2020-05-08
seq_21229,domestic,2020-05-10
seq_115647,domestic,2020-06-05
seq_7238,intl_source,2020-04-20
seq_99534,intl_source,2020-02-29
seq_155200,intl_source,2020-05-14
seq_119542,intl_source,2020-06-01
seq_52355,domestic,2020-04-29
seq_59201,domestic,2020-04-26
seq_100704,domestic,2020-07-10
seq_136497,domestic,2020-05-22
seq_125215,intl_source,2020-05-28
seq_98951,intl_source,2020-03-09
seq_21965,domestic,2020-05-10
seq_34064,intl_source,2020-05-05
seq_111894,intl_source,2020-06-09
seq_150026,domestic,2020-05-16
seq_132400,intl_source,2020-05-24
seq_28734,domestic,2020-05-07
seq_123073,domestic,2020-05-30
seq_36069,domestic,2020-05-05
seq_57178,domestic,2020-04-27
seq_59856,intl_source,2020-04-26
seq_90243,Imports,2020-04-05
seq_21416,intl_source,2020-05-10
seq_57736,domestic,2020-04-26
seq_54817,domestic,2020-04-28
seq_13292,domestic,2020-05-24
seq_83025,Imports,2020-04-12
seq_78928,intl_source,2020-04-16
seq_53143,domestic,2020-04-28
seq_105034,intl_source,2020-06-21
seq_150657,domestic,2020-05-16
seq_37896,intl_source,2020-05-04
seq_68698,intl_source,2020-04-21
seq_38925,domestic,2020-05-04
seq_795,intl_source,2020-07-21
seq_46791,domestic,2020-05-01
seq_114950,intl_source,2020-06-06
seq_57599,intl_source,2020-04-26
seq_120388,intl_source,2020-06-01
seq_91376,intl_source,2020-04-03
seq_30257,domestic,2020-05-07
seq_228,intl_source,2020-08-07
seq_155547,domestic,2020-05-14
seq_39428,intl_source,2020-05-03
seq_149544,domestic,2020-05-16
seq_95900,intl_source,2020-03-25
seq_36383,intl_source,2020-05-05
seq_87083,domestic,2020-04-09
seq_46421,intl_source,2020-05-01
seq_133673,domestic,2020-05-23
seq_148355,intl_source,2020-05-17
seq_148777,domestic,2020-05-16
seq_26813,intl_source,2020-05-08
seq_41924,intl_source,2020-05-02
seq_111644,intl_source,2020-06-09
seq_87001,domestic,2020-04-09
seq_100002,intl_source,2020-07-17
seq_104163,intl_source,2020-06-23
seq_17681,domestic,2020-05-11
seq_7782,domestic,2020-04-16
seq_59872,domestic,2020-04-26
seq_70018,domestic,2020-04-21
seq_17788,intl_source,2020-05-11
seq_117531,domestic,2020-06-03
seq_69414,intl_source,2020-04-21
seq_58615,domestic,2020-04-26
seq_54538,domestic,2020-04-28
seq_105394,domestic,2020-06-20
seq_48165,domestic,2020-04-30
seq_89494,intl_source,2020-04-06
seq_104708,domestic,2020-06-22
seq_21598,domestic,2020-05-10
seq_6301,intl_source,2020-04-24
seq_97959,domestic,2020-03-17
seq_12975,intl_source,2020-05-25
seq_122658,domestic,2020-05-30
seq_149394,domestic,2020-05-16
seq_91325,domestic,2020-04-04
seq_53029,domestic,2020-04-28
seq_131412,intl_source,2020-05-25
seq_31924,intl_source,2020-05-06
seq_19776,domestic,2020-05-11
seq_139631,domestic,2020-05-20
seq_46868,intl_source,2020-05-01
seq_58415,domestic,2020-04-26
seq_126217,domestic,2020-05-28
seq_20116,intl_source,2020-05-10
seq_66326,intl_source,2020-04-23
seq_140705,domestic,2020-05-20
seq_139906,domestic,2020-05-20
seq_47691,domestic,2020-04-30
seq_30589,domestic,2020-05-07
seq_78264,intl_source,2020-04-16
seq_116100,domestic,2020-06-04
seq_49701,domestic,2020-04-30
seq_108087,domestic,2020-06-14
seq_106575,domestic,2020-06-17
seq_11993,domestic,2020-06-01
seq_84801,domestic,2020-04-11
seq_154559,domestic,2020-05-14
seq_22263,domestic,2020-05-10
seq_105961,domestic,2020-06-19
seq_25506,intl_source,2020-05-08
seq_12888,domestic,2020-05-26
seq_140039,domestic,2020-05-20
seq_67862,domestic,2020-04-22
seq_61894,domestic,2020-04-25
seq_113332,domestic,2020-06-07
seq_32894,domestic,2020-05-06
seq_54691,domestic,2020-04-28
seq_45536,domestic,2020-05-01
seq_108868,intl_source,2020-06-13
seq_105703,intl_source,2020-06-19
seq_69789,intl_source,2020-04-21
seq_10399,intl_source,2020-06-24
seq_68119,domestic,2020-04-22
seq_104656,domestic,2020-06-22
seq_112432,intl_source,2020-06-08
seq_146720,domestic,2020-05-17
seq_10313,domestic,2020-06-27
seq_42518,intl_source,2020-05-02
seq_32602,domestic,2020-05-06
seq_158022,domestic,2020-05-13
seq_118196,domestic,2020-06-03
seq_156792,intl_source,2020-05-13
seq_80553,domestic,2020-04-14
seq_263,intl_source,2020-08-05
seq_22052,intl_source,2020-05-10
seq_100532,domestic,2020-07-11
seq_85735,intl_source,2020-04-10
seq_100187,intl_source,2020-07-15
seq_56732,intl_source,2020-04-27
seq_78598,domestic,2020-04-16
seq_64098,domestic,2020-04-24
seq_8905,intl_source,2020-04-07
seq_100517,domestic,2020-07-11
seq_152387,intl_source,2020-05-15
seq_149612,intl_source,2020-05-16
seq_17487,intl_source,2020-05-11
seq_98673,intl_source,2020-03-12
seq_9557,domestic,2020-03-26
seq_77260,domestic,2020-04-17
seq_72640,domestic,2020-04-19
seq_43198,intl_source,2020-05-02
seq_85500,intl_source,2020-04-10
seq_10486,intl_source,2020-06-21
seq_127782,intl_source,2020-05-27
seq_71816,intl_source,2020-04-20
seq_146089,domestic,2020-05-18
seq_152252,domestic,2020-05-15
seq_3020,intl_source,2020-05-07
seq_137831,intl_source,2020-05-21
seq_45298,intl_source,2020-05-01
seq_137884,intl_source,2020-05-21
seq_35872,domestic,2020-05-05
seq_69688,domestic,2020-04-21
seq_128401,domestic,2020-05-26
seq_123342,intl_source,2020-05-30
seq_27859,domestic,2020-05-08
seq_89112,domestic,2020-04-07
seq_126258,domestic,2020-05-28
seq_132706,intl_source,2020-05-24
seq_150686,intl_source,2020-05-16
seq_130572,intl_source,2020-05-25
seq_55890,intl_source,2020-04-27
seq_148360,intl_source,2020-05-17
seq_22385,domestic,2020-05-10
seq_39471,intl_source,2020-05-03
seq_20519,intl_source,2020-05-10
seq_65373,domestic,2020-04-23
seq_72095,domestic,2020-04-20
seq_110325,domestic,2020-06-11
seq_102808,intl_source,2020-06-28
seq_81638,intl_source,2020-04-14
seq_139817,intl_source,2020-05-20
seq_133555,domestic,2020-05-23
seq_139757,intl_source,2020-05-20
seq_154336,domestic,2020-05-14
seq_46008,domestic,2020-05-01
seq_70949,domestic,2020-04-20
seq_95165,intl_source,2020-03-27
seq_88387,domestic,2020-04-07
seq_154894,intl_source,2020-05-14
seq_124255,domestic,2020-05-29
seq_43551,domestic,2020-05-02
seq_49760,intl_source,2020-04-30
seq_101492,domestic,2020-07-04
seq_4533,domestic,2020-05-01
seq_26521,domestic,2020-05-08
seq_123654,intl_source,2020-05-29
seq_95834,intl_source,2020-03-26
seq_1997,intl_source,2020-05-10
seq_72544,domestic,2020-04-19
seq_61692,domestic,2020-04-25
seq_50706,intl_source,2020-04-29
seq_139576,domestic,2020-05-20
seq_77889,intl_source,2020-04-16
seq_74784,intl_source,2020-04-18
seq_38539,intl_source,2020-05-04
seq_159432,domestic,2020-05-12
seq_70885,intl_source,2020-04-20
seq_136530,domestic,2020-05-22
seq_145749,intl_source,2020-05-18
seq_5219,intl_source,2020-04-29
seq_136494,domestic,2020-05-22
seq_86935,domestic,2020-04-09
seq_76144,domestic,2020-04-17
seq_97105,intl_source,2020-03-21
seq_37065,domestic,2020-05-04
seq_159156,intl_source,2020-05-12
seq_12394,domestic,2020-05-29
seq_109292,intl_source,2020-06-12
seq_63595,domestic,2020-04-24
seq_41466,intl_source,2020-05-03
seq_84536,intl_source,2020-04-11
seq_38292,intl_source,2020-05-04
seq_153845,intl_source,2020-05-14
seq_3159,domestic,2020-05-06
seq_45576,intl_source,2020-05-01
seq_55290,Imports,2020-04-27
seq_101582,intl_source,2020-07-04
seq_12563,intl_source,2020-05-28
seq_82052,domestic,2020-04-13
seq_47258,domestic,2020-05-01
seq_88934,intl_source,2020-04-07
seq_145712,intl_source,2020-05-18
seq_70955,intl_source,2020-04-20
seq_127099,Imports,2020-05-27
seq_75458,intl_source,2020-04-18
seq_155344,intl_source,2020-05-14
seq_118219,domestic,2020-06-03
seq_104658,domestic,2020-06-22
seq_77512,domestic,2020-04-16
seq_126803,intl_source,2020-05-27
seq_68886,domestic,2020-04-21
seq_107047,domestic,2020-06-16
seq_84825,intl_source,2020-04-11
seq_9611,intl_source,2020-03-25
seq_109191,domestic,2020-06-13
seq_40630,intl_source,2020-05-03
seq_22975,domestic,2020-05-09
seq_22822,domestic,2020-05-09
seq_10017,domestic,2020-07-15
seq_157785,intl_source,2020-05-13
seq_79116,domestic,2020-04-15
seq_133138,intl_source,2020-05-24
seq_34167,intl_source,2020-05-05
seq_65232,domestic,2020-04-23
seq_141423,intl_source,2020-05-20
seq_82768,intl_source,2020-04-13
seq_101943,intl_source,2020-07-02
seq_17472,domestic,2020-05-11
seq_142476,intl_source,2020-05-19
seq_108293,intl_source,2020-06-14
seq_151219,intl_source,2020-05-15
seq_5147,domestic,2020-04-29
seq_85413,domestic,2020-04-10
seq_53495,domestic,2020-04-28
seq_108923,domestic,2020-06-13
seq_132565,intl_source,2020-05-24
seq_4061,domestic,2020-05-03
seq_112419,domestic,2020-06-08
seq_22954,intl_source,2020-05-09
seq_96879,domestic,2020-03-22
seq_137672,intl_source,2020-05-21
seq_127130,intl_source,2020-05-27
seq_32319,Imports,2020-05-06
seq_150028,domestic,2020-05-16
seq_94620,domestic,2020-03-29
seq_47237,domestic,2020-05-01
seq_73525,intl_source,2020-04-19
seq_60438,Imports,2020-04-25
seq_121519,intl_source,2020-05-31
seq_132137,domestic,2020-05-24
seq_141030,intl_source,2020-05-20
seq_112575,intl_source,2020-06-08
seq_146644,intl_source,2020-05-17
seq_99547,intl_source,2020-02-28
seq_137317,domestic,2020-05-22
seq_108328,domestic,2020-06-14
seq_38064,intl_source,2020-05-04
seq_76022,domestic,2020-04-17
seq_20827,intl_source,2020-05-10
seq_9033,intl_source,2020-04-05
seq_15973,intl_source,2020-05-12
seq_51973,intl_source,2020-04-29
seq_134005,domestic,2020-05-23
seq_57575,intl_source,2020-04-26
seq_127226,domestic,2020-05-27
seq_157143,intl_source,2020-05-13
seq_127159,domestic,2020-05-27
seq_69597,intl_source,2020-04-21
seq_28149,domestic,2020-05-07
seq_156488,domestic,2020-05-13
seq_110224,intl_source,2020-06-11
seq_135067,domestic,2020-05-23
seq_82905,intl_source,2020-04-13
seq_111913,intl_source,2020-06-09
seq_150929,intl_source,2020-05-16
seq_54267,domestic,2020-04-28
seq_149741,Imports,2020-05-16
seq_60289,intl_source,2020-04-25
seq_137908,intl_source,2020-05-21
seq_120402,intl_source,2020-06-01
seq_22540,intl_source,2020-05-10
seq_78616,domestic,2020-04-16
seq_137623,domestic,2020-05-21
seq_34267,intl_source,2020-05-05
seq_55899,Imports,2020-04-27
seq_78546,domestic,2020-04-16
seq_126491,domestic,2020-05-27
seq_143159,domestic,2020-05-19
seq_43878,domestic,2020-05-02
seq_41932,domestic,2020-05-02
seq_2714,domestic,2020-05-08
seq_68642,domestic,2020-04-22
seq_4142,domestic,2020-05-03
seq_10799,domestic,2020-06-15
seq_25999,domestic,2020-05-08
seq_113221,domestic,2020-06-07
seq_147663,intl_source,2020-05-17
seq_104068,domestic,2020-06-24
seq_108714,intl_source,2020-06-13
seq_66138,intl_source,2020-04-23
seq_82875,intl_source,2020-04-13
seq_25371,domestic,2020-05-08
seq_130063,intl_source,2020-05-25
seq_131595,Imports,2020-05-24
seq_96797,intl_source,2020-03-22
seq_132134,intl_source,2020-05-24
seq_126938,intl_source,2020-05-27
seq_115217,domestic,2020-06-05
seq_140768,intl_source,2020-05-20
seq_36403,domestic,2020-05-05
seq_47688,domestic,2020-04-30
seq_16618,domestic,2020-05-12
seq_24875,domestic,2020-05-09
seq_139639,intl_source,2020-05-20
seq_2001,intl_source,2020-05-10
seq_41626,intl_source,2020-05-03
seq_123022,domestic,2020-05-30
seq_70996,domestic,2020-04-20
seq_113679,domestic,2020-06-07
seq_27046,domestic,2020-05-08
seq_131838,domestic,2020-05-24
seq_72778,domestic,2020-04-19
seq_61242,intl_source,2020-04-25
seq_11159,intl_source,2020-06-09
seq_133933,intl_source,2020-05-23
seq_24245,domestic,2020-05-09
seq_99204,domestic,2020-03-06
seq_96938,domestic,2020-03-22
seq_92668,domestic,2020-04-01
seq_53704,domestic,2020-04-28
seq_142507,intl_source,2020-05-19
seq_92201,domestic,2020-04-02
seq_59456,intl_source,2020-04-26
seq_18379,domestic,2020-05-11
seq_59891,domestic,2020-04-26
seq_106827,intl_source,2020-06-17
seq_86383,domestic,2020-04-09
seq_153927,intl_source,2020-05-14
seq_82654,intl_source,2020-04-13
seq_112298,domestic,2020-06-08
seq_32803,intl_source,2020-05-06
seq_119749,intl_source,2020-06-01
seq_137823,domestic,2020-05-21
seq_33494,intl_source,2020-05-06
seq_69900,intl_source,2020-04-21
seq_130882,domestic,2020-05-25
seq_54980,domestic,2020-04-28
seq_48634,domestic,2020-04-30
seq_152724,domestic,2020-05-15
seq_66280,domestic,2020-04-23
seq_60150,domestic,2020-04-25
seq_138660,domestic,2020-05-21
seq_44199,domestic,2020-05-02
seq_34465,intl_source,2020-05-05
seq_10362,domestic,2020-06-25
seq_146275,domestic,2020-05-17
seq_125745,domestic,2020-05-28
seq_2075,intl_source,2020-05-10
seq_62886,domestic,2020-04-24
seq_61841,intl_source,2020-04-25
seq_155814,intl_source,2020-05-14
seq_13647,domestic,2020-05-22
seq_153518,domestic,2020-05-15
seq_143777,domestic,2020-05-19
seq_28006,domestic,2020-05-08
seq_108959,intl_source,2020-06-13
seq_63389,intl_source,2020-04-24
seq_91244,domestic,2020-04-04
seq_74485,intl_source,2020-04-18
seq_22475,domestic,2020-05-10
seq_123370,intl_source,2020-05-30
seq_60600,intl_source,2020-04-25
seq_35728,domestic,2020-05-05
seq_86408,domestic,2020-04-09
seq_82796,intl_source,2020-04-13
seq_135117,domestic,2020-05-23
seq_92,domestic,2020-08-18
seq_155162,Imports,2020-05-14
seq_48345,domestic,2020-04-30
seq_146794,domestic,2020-05-17
seq_151562,intl_source,2020-05-15
seq_114994,intl_source,2020-06-06
seq_155648,domestic,2020-05-14
seq_115007,intl_source,2020-06-06
seq_45195,intl_source,2020-05-01
seq_58703,domestic,2020-04-26
seq_19181,domestic,2020-05-11
seq_83156,domestic,2020-04-12
seq_86569,intl_source,2020-04-09
seq_28710,intl_source,2020-05-07
seq_155746,intl_source,2020-05-14
seq_74217,intl_source,2020-04-18
seq_21630,domestic,2020-05-10
seq_14682,domestic,2020-05-17
seq_151845,intl_source,2020-05-15
seq_157288,intl_source,2020-05-13
seq_6933,domestic,2020-04-21
seq_99285,domestic,2020-03-05
seq_41976,domestic,2020-05-02
seq_40085,domestic,2020-05-03
seq_100586,domestic,2020-07-11
seq_136888,domestic,2020-05-22
seq_56303,domestic,2020-04-27
seq_53121,intl_source,2020-04-28
seq_85350,domestic,2020-04-10
seq_32881,domestic,2020-05-06
seq_17258,intl_source,2020-05-11
seq_140733,intl_source,2020-05-20
seq_42073,domestic,2020-05-02
seq_144317,domestic,2020-05-18
seq_13833,domestic,2020-05-21
seq_22039,domestic,2020-05-10
seq_78579,domestic,2020-04-16
seq_36574,domestic,2020-05-04
seq_19303,domestic,2020-05-11
seq_31604,domestic,2020-05-06
seq_128787,intl_source,2020-05-26
seq_11110,intl_source,2020-06-10
seq_118380,intl_source,2020-06-02
seq_132428,domestic,2020-05-24
seq_23639,domestic,2020-05-09
seq_69651,intl_source,2020-04-21
