id,collection_location,collection_date
seq_120,intl_source,2020-08-15
seq_84883,domestic,2020-04-11
seq_140674,domestic,2020-05-20
seq_94850,domestic,2020-03-28
seq_116526,intl_source,2020-06-04
seq_121835,intl_source,2020-05-31
seq_9555,domestic,2020-03-26
seq_14342,domestic,2020-05-19
seq_33867,intl_source,2020-05-05
seq_128169,Imports,2020-05-26
seq_154476,intl_source,2020-05-14
seq_72393,intl_source,2020-04-20
seq_34548,domestic,2020-05-05
seq_53352,intl_source,2020-04-28
seq_43523,domestic,2020-05-02
seq_117575,Imports,2020-06-03
seq_113714,intl_source,2020-06-07
seq_160215,domestic,2020-05-12
seq_129516,domestic,2020-05-26
seq_109642,intl_source,2020-06-12
seq_22917,domestic,2020-05-09
seq_80510,domestic,2020-04-14
seq_74926,intl_source,2020-04-18
seq_72175,intl_source,2020-04-20
seq_106367,domestic,2020-06-18
seq_55315,domestic,2020-04-27
seq_131709,domestic,2020-05-24
seq_58020,Imports,2020-04-26
seq_73589,domestic,2020-04-19
seq_137906,domestic,2020-05-21
seq_76353,intl_source,2020-04-17
seq_46081,domestic,2020-05-01
seq_117974,domestic,2020-06-03
seq_25103,intl_source,2020-05-09
seq_58578,domestic,2020-04-26
seq_74499,intl_source,2020-04-18
seq_59633,intl_source,2020-04-26
seq_94467,domestic,2020-03-29
seq_99357,domestic,2020-03-03
seq_159109,domestic,2020-05-12
seq_48484,intl_source,2020-04-30
seq_5583,domestic,2020-04-27
seq_16914,domestic,2020-05-12
seq_5023,intl_source,2020-04-29
seq_134069,intl_source,2020-05-23
seq_16173,intl_source,2020-05-12
seq_50375,domestic,2020-04-29
seq_144152,intl_source,2020-05-18
seq_102008,intl_source,2020-07-01
seq_132335,domestic,2020-05-24
seq_24716,Imports,2020-05-09
seq_86883,Imports,2020-04-09
seq_2561,domestic,2020-05-08
seq_74015,domestic,2020-04-19
seq_47822,intl_source,2020-04-30
seq_38452,domestic,2020-05-04
seq_157267,domestic,2020-05-13
seq_31760,domestic,2020-05-06
seq_28032,domestic,2020-05-08
seq_56461,domestic,2020-04-27
seq_113641,domestic,2020-06-07
seq_135033,domestic,2020-05-23
seq_83491,domestic,2020-04-12
seq_124733,intl_source,2020-05-29
seq_114784,domestic,2020-06-06
seq_77456,intl_source,2020-04-16
seq_152792,domestic,2020-05-15
seq_49346,domestic,2020-04-30
seq_19400,domestic,2020-05-11
seq_74010,intl_source,2020-04-19
seq_76716,intl_source,2020-04-17
seq_11603,domestic,2020-06-05
seq_9381,domestic,2020-03-30
seq_159942,intl_source,2020-05-12
seq_141452,intl_source,2020-05-20
seq_37702,intl_source,2020-05-04
seq_115165,domestic,2020-06-05
seq_110880,intl_source,2020-06-10
seq_67194,domestic,2020-04-22
seq_8145,intl_source,2020-04-14
seq_137951,domestic,2020-05-21
seq_123240,domestic,2020-05-30
seq_159414,intl_source,2020-05-12
seq_120737,intl_source,2020-06-01
seq_22715,intl_source,2020-05-09
seq_48161,intl_source,2020-04-30
seq_95039,intl_source,2020-03-28
seq_88708,Imports,2020-04-07
seq_36967,intl_source,2020-05-04
seq_120630,intl_source,2020-06-01
seq_22985,intl_source,2020-05-09
seq_141390,intl_source,2020-05-20
seq_101434,domestic,2020-07-04
seq_143064,domestic,2020-05-19
seq_94167,intl_source,2020-03-30
seq_91632,domestic,2020-04-03
seq_147885,domestic,2020-05-17
seq_15450,domestic,2020-05-14
seq_8182,domestic,2020-04-13
seq_129821,Imports,2020-05-25
seq_93795,intl_source,2020-03-30
seq_22188,domestic,2020-05-10
seq_141541,intl_source,2020-05-20
seq_40455,domestic,2020-05-03
seq_57264,intl_source,2020-04-27
seq_105924,domestic,2020-06-19
seq_132665,domestic,2020-05-24
seq_37113,intl_source,2020-05-04
seq_5034,domestic,2020-04-29
seq_152711,domestic,2020-05-15
seq_101144,domestic,2020-07-06
seq_78948,intl_source,2020-04-15
seq_45592,intl_source,2020-05-01
seq_9931,domestic,2020-03-04
seq_24580,intl_source,2020-05-09
seq_99232,intl_source,2020-03-05
seq_44028,domestic,2020-05-02
seq_142195,intl_source,2020-05-19
seq_4827,domestic,2020-04-30
seq_113070,domestic,2020-06-08
seq_138398,domestic,2020-05-21
seq_45993,domestic,2020-05-01
seq_6635,domestic,2020-04-23
seq_152822,domestic,2020-05-15
seq_82528,intl_source,2020-04-13
seq_117402,domestic,2020-06-03
seq_138101,domestic,2020-05-21
seq_57937,domestic,2020-04-26
seq_13039,domestic,2020-05-25
seq_60272,intl_source,2020-04-25
seq_41656,intl_source,2020-05-03
seq_4823,domestic,2020-04-30
seq_12432,intl_source,2020-05-29
seq_155772,intl_source,2020-05-14
seq_75592,domestic,2020-04-18
seq_67473,domestic,2020-04-22
seq_36931,domestic,2020-05-04
seq_94335,domestic,2020-03-29
seq_118310,intl_source,2020-06-02
seq_67112,intl_source,2020-04-22
seq_128491,intl_source,2020-05-26
seq_130463,domestic,2020-05-25
seq_50943,domestic,2020-04-29
seq_144447,domestic,2020-05-18
seq_41888,intl_source,2020-05-02
seq_62084,domestic,2020-04-25
seq_17290,domestic,2020-05-11
seq_104967,domestic,2020-06-21
seq_115583,domestic,2020-06-05
seq_111731,domestic,2020-06-09
seq_138952,domestic,2020-05-21
seq_5203,domestic,2020-04-29
seq_160178,intl_source,2020-05-12
seq_109240,intl_source,2020-06-13
seq_77003,domestic,2020-04-17
seq_129061,intl_source,2020-05-26
seq_18452,intl_source,2020-05-11
seq_74628,domestic,2020-04-18
seq_11307,domestic,2020-06-08
seq_130547,domestic,2020-05-25
seq_10509,intl_source,2020-06-21
seq_36168,domestic,2020-05-05
seq_92543,intl_source,2020-04-02
seq_74044,domestic,2020-04-19
seq_36609,intl_source,2020-05-04
seq_119962,domestic,2020-06-01
seq_54865,domestic,2020-04-28
seq_74677,domestic,2020-04-18
seq_46243,intl_source,2020-05-01
seq_3312,domestic,2020-05-06
seq_121213,domestic,2020-05-31
seq_43011,intl_source,2020-05-02
seq_120484,intl_source,2020-06-01
seq_480,intl_source,2020-07-28
seq_107457,domestic,2020-06-15
seq_84090,intl_source,2020-04-12
seq_27941,domestic,2020-05-08
seq_26534,intl_source,2020-05-08
seq_101927,intl_source,2020-07-02
seq_52349,domestic,2020-04-29
seq_69193,intl_source,2020-04-21
seq_149646,intl_source,2020-05-16
seq_118775,intl_source,2020-06-02
seq_8834,intl_source,2020-04-07
seq_142808,domestic,2020-05-19
seq_30489,intl_source,2020-05-07
seq_93080,domestic,2020-04-01
seq_9066,domestic,2020-04-05
seq_94607,intl_source,2020-03-29
seq_37025,intl_source,2020-05-04
seq_45141,intl_source,2020-05-01
seq_138131,intl_source,2020-05-21
seq_93874,domestic,2020-03-30
seq_148156,domestic,2020-05-17
seq_21114,intl_source,2020-05-10
seq_156877,domestic,2020-05-13
seq_106469,intl_source,2020-06-17
seq_74888,intl_source,2020-04-18
seq_63354,domestic,2020-04-24
seq_97058,domestic,2020-03-21
seq_42272,intl_source,2020-05-02
seq_121538,domestic,2020-05-31
seq_14791,domestic,2020-05-17
seq_123767,Imports,2020-05-29
seq_117013,Imports,2020-06-04
seq_156073,domestic,2020-05-14
seq_65809,intl_source,2020-04-23
seq_103405,intl_source,2020-06-26
seq_92985,intl_source,2020-04-01
seq_109312,intl_source,2020-06-12
seq_63337,domestic,2020-04-24
seq_96973,domestic,2020-03-22
seq_19040,intl_source,2020-05-11
seq_32307,intl_source,2020-05-06
seq_45896,domestic,2020-05-01
seq_40235,domestic,2020-05-03
seq_103631,domestic,2020-06-25
seq_128141,Imports,2020-05-26
seq_54394,domestic,2020-04-28
seq_118618,domestic,2020-06-02
seq_8352,intl_source,2020-04-12
seq_131705,domestic,2020-05-24
seq_90132,intl_source,2020-04-05
seq_10804,intl_source,2020-06-14
seq_73506,domestic,2020-04-19
seq_34054,intl_source,2020-05-05
seq_75620,intl_source,2020-04-18
seq_159269,intl_source,2020-05-12
seq_134344,domestic,2020-05-23
seq_65486,intl_source,2020-04-23
seq_65069,domestic,2020-04-23
seq_17648,intl_source,2020-05-11
seq_21037,domestic,2020-05-10
seq_62000,intl_source,2020-04-25
seq_57401,domestic,2020-04-27
seq_48434,domestic,2020-04-30
seq_102227,domestic,2020-06-30
seq_65701,intl_source,2020-04-23
seq_28877,domestic,2020-05-07
seq_4654,domestic,2020-05-01
seq_39528,intl_source,2020-05-03
seq_158100,intl_source,2020-05-13
seq_158984,domestic,2020-05-12
seq_130583,domestic,2020-05-25
seq_125421,intl_source,2020-05-28
seq_160037,domestic,2020-05-12
seq_158639,domestic,2020-05-13
seq_48572,intl_source,2020-04-30
seq_11844,intl_source,2020-06-02
seq_37037,domestic,2020-05-04
seq_5404,domestic,2020-04-28
seq_48059,domestic,2020-04-30
seq_43370,domestic,2020-05-02
seq_21264,intl_source,2020-05-10
seq_130970,intl_source,2020-05-25
seq_126500,domestic,2020-05-27
seq_152074,domestic,2020-05-15
seq_95514,intl_source,2020-03-26
seq_12244,domestic,2020-05-30
seq_55772,intl_source,2020-04-27
seq_125441,domestic,2020-05-28
seq_83835,intl_source,2020-04-12
seq_75976,domestic,2020-04-17
seq_39953,domestic,2020-05-03
seq_132130,domestic,2020-05-24
seq_134613,intl_source,2020-05-23
seq_20209,intl_source,2020-05-10
seq_24507,domestic,2020-05-09
seq_69389,intl_source,2020-04-21
seq_38155,domestic,2020-05-04
seq_112711,intl_source,2020-06-08
seq_45606,domestic,2020-05-01
seq_113824,domestic,2020-06-07
seq_85658,intl_source,2020-04-10
seq_125326,intl_source,2020-05-28
seq_151701,intl_source,2020-05-15
seq_96589,domestic,2020-03-23
seq_115706,intl_source,2020-06-05
seq_110410,domestic,2020-06-11
seq_44989,intl_source,2020-05-01
seq_90699,domestic,2020-04-04
seq_10503,intl_source,2020-06-21
seq_21906,domestic,2020-05-10
seq_47580,intl_source,2020-04-30
seq_105962,Imports,2020-06-19
seq_142967,intl_source,2020-05-19
seq_120263,domestic,2020-06-01
seq_25469,domestic,2020-05-08
seq_73591,intl_source,2020-04-19
seq_17323,domestic,2020-05-11
seq_50060,domestic,2020-04-29
seq_118287,domestic,2020-06-03
seq_105662,intl_source,2020-06-19
seq_90111,domestic,2020-04-05
seq_157562,domestic,2020-05-13
seq_40988,intl_source,2020-05-03
seq_683,domestic,2020-07-23
seq_68326,domestic,2020-04-22
seq_29161,domestic,2020-05-07
seq_29617,intl_source,2020-05-07
seq_101007,domestic,2020-07-07
seq_7552,intl_source,2020-04-18
seq_107878,Imports,2020-06-15
seq_45365,Imports,2020-05-01
seq_92684,domestic,2020-04-01
seq_49256,domestic,2020-04-30
seq_43079,intl_source,2020-05-02
seq_125461,Imports,2020-05-28
seq_67406,intl_source,2020-04-22
seq_128077,domestic,2020-05-26
seq_122268,intl_source,2020-05-30
seq_90095,intl_source,2020-04-05
seq_29679,intl_source,2020-05-07
seq_91782,intl_source,2020-04-03
seq_23291,domestic,2020-05-09
seq_15439,domestic,2020-05-14
seq_40131,Imports,2020-05-03
seq_128846,domestic,2020-05-26
seq_25915,Imports,2020-05-08
seq_98694,domestic,2020-03-12
seq_13466,domestic,2020-05-23
seq_55568,intl_source,2020-04-27
seq_10925,domestic,2020-06-13
seq_60864,domestic,2020-04-25
seq_105061,intl_source,2020-06-21
seq_58200,domestic,2020-04-26
seq_8996,domestic,2020-04-05
seq_21233,domestic,2020-05-10
seq_107231,domestic,2020-06-16
seq_78986,intl_source,2020-04-15
seq_39569,domestic,2020-05-03
seq_10322,domestic,2020-06-26
seq_32611,intl_source,2020-05-06
seq_12335,Imports,2020-05-30
seq_102849,intl_source,2020-06-28
seq_85633,intl_source,2020-04-10
seq_32303,intl_source,2020-05-06
seq_68201,domestic,2020-04-22
seq_155545,domestic,2020-05-14
seq_142300,intl_source,2020-05-19
seq_56406,domestic,2020-04-27
seq_131862,domestic,2020-05-24
seq_14419,domestic,2020-05-18
seq_76573,domestic,2020-04-17
seq_117484,intl_source,2020-06-03
seq_35390,domestic,2020-05-05
seq_22655,intl_source,2020-05-09
seq_2524,intl_source,2020-05-09
seq_142602,Imports,2020-05-19
seq_53097,intl_source,2020-04-28
seq_63375,domestic,2020-04-24
seq_3680,domestic,2020-05-04
seq_142331,domestic,2020-05-19
seq_130800,intl_source,2020-05-25
seq_153314,domestic,2020-05-15
seq_20757,Imports,2020-05-10
seq_95509,domestic,2020-03-26
seq_20702,domestic,2020-05-10
seq_103657,intl_source,2020-06-25
seq_19643,intl_source,2020-05-11
seq_124018,domestic,2020-05-29
seq_99994,intl_source,2020-01-14
seq_138931,domestic,2020-05-21
seq_105958,intl_source,2020-06-19
seq_155228,intl_source,2020-05-14
seq_68724,domestic,2020-04-21
seq_15354,domestic,2020-05-15
seq_42180,intl_source,2020-05-02
seq_104119,domestic,2020-06-23
seq_21625,domestic,2020-05-10
seq_52901,intl_source,2020-04-28
seq_15409,domestic,2020-05-14
seq_103789,domestic,2020-06-24
seq_96696,domestic,2020-03-23
seq_90100,intl_source,2020-04-05
seq_6329,domestic,2020-04-24
seq_89804,intl_source,2020-04-06
seq_115086,intl_source,2020-06-05
seq_23914,domestic,2020-05-09
seq_93597,domestic,2020-03-31
seq_152061,domestic,2020-05-15
seq_100908,domestic,2020-07-08
seq_87307,domestic,2020-04-09
seq_144586,domestic,2020-05-18
seq_57699,domestic,2020-04-26
seq_125523,Imports,2020-05-28
seq_54634,intl_source,2020-04-28
seq_18152,intl_source,2020-05-11
seq_59953,Imports,2020-04-26
seq_38186,intl_source,2020-05-04
seq_59995,domestic,2020-04-25
seq_14853,intl_source,2020-05-17
seq_138353,intl_source,2020-05-21
seq_5674,domestic,2020-04-27
seq_157635,domestic,2020-05-13
seq_14398,domestic,2020-05-18
seq_33881,intl_source,2020-05-05
seq_92434,domestic,2020-04-02
seq_116585,intl_source,2020-06-04
seq_69400,domestic,2020-04-21
seq_3045,intl_source,2020-05-07
seq_117715,domestic,2020-06-03
seq_11160,domestic,2020-06-09
seq_62691,Imports,2020-04-24
seq_48219,intl_source,2020-04-30
seq_62901,domestic,2020-04-24
seq_100408,domestic,2020-07-12
seq_58310,domestic,2020-04-26
seq_22653,domestic,2020-05-09
seq_127158,Imports,2020-05-27
seq_84435,domestic,2020-04-11
seq_136473,intl_source,2020-05-22
seq_13464,intl_source,2020-05-23
seq_81163,domestic,2020-04-14
seq_86994,intl_source,2020-04-09
seq_8565,intl_source,2020-04-10
seq_71697,Imports,2020-04-20
seq_155686,domestic,2020-05-14
seq_86692,intl_source,2020-04-09
seq_10229,domestic,2020-06-30
seq_138908,intl_source,2020-05-21
seq_65073,domestic,2020-04-23
seq_33110,domestic,2020-05-06
seq_66912,intl_source,2020-04-22
seq_96864,intl_source,2020-03-22
seq_4186,domestic,2020-05-03
seq_147960,intl_source,2020-05-17
seq_43986,domestic,2020-05-02
seq_59618,domestic,2020-04-26
seq_8764,intl_source,2020-04-08
seq_38053,domestic,2020-05-04
seq_10209,intl_source,2020-07-01
seq_36891,domestic,2020-05-04
seq_107937,intl_source,2020-06-15
seq_3582,domestic,2020-05-05
seq_68236,intl_source,2020-04-22
seq_130701,domestic,2020-05-25
seq_140330,intl_source,2020-05-20
seq_22654,intl_source,2020-05-09
seq_37318,intl_source,2020-05-04
seq_89145,intl_source,2020-04-06
seq_73038,intl_source,2020-04-19
seq_9021,domestic,2020-04-05
seq_152767,domestic,2020-05-15
seq_157318,domestic,2020-05-13
seq_44359,intl_source,2020-05-02
seq_53663,domestic,2020-04-28
seq_79773,domestic,2020-04-15
seq_81375,intl_source,2020-04-14
seq_99893,intl_source,2020-02-13
seq_34553,intl_source,2020-05-05
seq_45537,intl_source,2020-05-01
seq_52660,intl_source,2020-04-28
seq_5669,intl_source,2020-04-27
seq_19735,domestic,2020-05-11
seq_53564,domestic,2020-04-28
seq_97318,domestic,2020-03-20
seq_105862,intl_source,2020-06-19
seq_17874,intl_source,2020-05-11
seq_57971,domestic,2020-04-26
seq_149630,intl_source,2020-05-16
seq_54376,domestic,2020-04-28
seq_119225,domestic,2020-06-02
seq_157149,domestic,2020-05-13
seq_112283,intl_source,2020-06-08
seq_153827,domestic,2020-05-14
seq_137330,domestic,2020-05-22
seq_97832,intl_source,2020-03-18
seq_49899,intl_source,2020-04-30
seq_53006,intl_source,2020-04-28
seq_82498,Imports,2020-04-13
seq_70946,domestic,2020-04-20
seq_46288,domestic,2020-05-01
seq_150583,domestic,2020-05-16
seq_87923,intl_source,2020-04-08
seq_46313,intl_source,2020-05-01
seq_148334,domestic,2020-05-17
seq_122792,intl_source,2020-05-30
seq_111347,domestic,2020-06-10
seq_112611,domestic,2020-06-08
seq_97320,domestic,2020-03-20
seq_97078,domestic,2020-03-21
seq_141960,intl_source,2020-05-19
seq_43765,domestic,2020-05-02
seq_17117,domestic,2020-05-11
seq_119003,domestic,2020-06-02
seq_42306,intl_source,2020-05-02
seq_65901,intl_source,2020-04-23
seq_76793,domestic,2020-04-17
seq_21092,domestic,2020-05-10
seq_60730,intl_source,2020-04-25
seq_120547,intl_source,2020-06-01
seq_16437,domestic,2020-05-12
seq_98956,intl_source,2020-03-09
seq_142095,intl_source,2020-05-19
seq_90383,intl_source,2020-04-05
seq_85572,intl_source,2020-04-10
seq_114745,intl_source,2020-06-06
seq_74698,intl_source,2020-04-18
seq_22153,intl_source,2020-05-10
seq_6637,domestic,2020-04-23
seq_123940,domestic,2020-05-29
seq_83438,domestic,2020-04-12
seq_95494,intl_source,2020-03-26
seq_143902,domestic,2020-05-18
seq_50192,Imports,2020-04-29
seq_58373,intl_source,2020-04-26
seq_690,Imports,2020-07-23
seq_127874,intl_source,2020-05-27
seq_120902,intl_source,2020-05-31
seq_49521,domestic,2020-04-30
seq_74791,intl_source,2020-04-18
seq_42878,domestic,2020-05-02
seq_60459,intl_source,2020-04-25
seq_125476,domestic,2020-05-28
seq_111172,domestic,2020-06-10
seq_5503,intl_source,2020-04-28
seq_42558,domestic,2020-05-02
seq_154921,intl_source,2020-05-14
seq_89961,intl_source,2020-04-05
seq_27619,intl_source,2020-05-08
seq_92886,domestic,2020-04-01
seq_102579,domestic,2020-06-29
seq_54579,intl_source,2020-04-28
seq_142694,domestic,2020-05-19
seq_83242,intl_source,2020-04-12
seq_37981,intl_source,2020-05-04
seq_118195,domestic,2020-06-03
seq_75551,domestic,2020-04-18
seq_29435,domestic,2020-05-07
seq_108981,domestic,2020-06-13
seq_119597,domestic,2020-06-01
seq_33676,domestic,2020-05-05
seq_123966,Imports,2020-05-29
seq_139449,domestic,2020-05-20
seq_80413,intl_source,2020-04-14
seq_114393,intl_source,2020-06-06
seq_50543,intl_source,2020-04-29
seq_360,domestic,2020-08-01
seq_120049,intl_source,2020-06-01
seq_57824,intl_source,2020-04-26
seq_64662,domestic,2020-04-23
seq_92126,domestic,2020-04-02
seq_48615,intl_source,2020-04-30
seq_83495,domestic,2020-04-12
seq_32777,domestic,2020-05-06
seq_98982,intl_source,2020-03-09
seq_59960,domestic,2020-04-25
seq_93331,domestic,2020-03-31
seq_94427,intl_source,2020-03-29
seq_86008,domestic,2020-04-10
seq_124435,domestic,2020-05-29
seq_80381,intl_source,2020-04-14
seq_67889,domestic,2020-04-22
seq_32725,intl_source,2020-05-06
seq_2084,intl_source,2020-05-10
seq_8853,domestic,2020-04-07
seq_7388,domestic,2020-04-19
seq_77956,intl_source,2020-04-16
seq_147294,domestic,2020-05-17
seq_159230,intl_source,2020-05-12
seq_58173,domestic,2020-04-26
seq_42573,intl_source,2020-05-02
seq_34227,intl_source,2020-05-05
seq_112456,intl_source,2020-06-08
seq_124711,Imports,2020-05-29
seq_56235,domestic,2020-04-27
seq_58251,intl_source,2020-04-26
seq_94182,intl_source,2020-03-30
seq_82060,intl_source,2020-04-13
seq_126676,domestic,2020-05-27
seq_143599,intl_source,2020-05-19
seq_123760,domestic,2020-05-29
seq_130128,intl_source,2020-05-25
seq_51505,domestic,2020-04-29
seq_5334,intl_source,2020-04-28
seq_7051,domestic,2020-04-21
seq_74914,intl_source,2020-04-18
seq_20029,domestic,2020-05-10
seq_27075,intl_source,2020-05-08
seq_123784,domestic,2020-05-29
seq_53782,intl_source,2020-04-28
seq_128121,intl_source,2020-05-26
seq_151850,intl_source,2020-05-15
seq_151815,domestic,2020-05-15
seq_14999,domestic,2020-05-16
seq_151637,domestic,2020-05-15
seq_127885,intl_source,2020-05-27
seq_102603,intl_source,2020-06-29
seq_15329,domestic,2020-05-15
seq_65076,domestic,2020-04-23
seq_96802,intl_source,2020-03-22
seq_1209,intl_source,2020-05-31
seq_49542,intl_source,2020-04-30
seq_21784,domestic,2020-05-10
seq_119089,domestic,2020-06-02
seq_147246,intl_source,2020-05-17
seq_39600,intl_source,2020-05-03
seq_55634,intl_source,2020-04-27
seq_122706,intl_source,2020-05-30
seq_133617,domestic,2020-05-23
seq_81946,domestic,2020-04-13
seq_61378,intl_source,2020-04-25
seq_145879,intl_source,2020-05-18
seq_147431,intl_source,2020-05-17
seq_89567,intl_source,2020-04-06
seq_121855,intl_source,2020-05-31
seq_159363,intl_source,2020-05-12
seq_108523,domestic,2020-06-14
seq_16240,Imports,2020-05-12
seq_23286,intl_source,2020-05-09
seq_100394,Imports,2020-07-13
seq_83169,domestic,2020-04-12
seq_8542,domestic,2020-04-10
seq_30598,intl_source,2020-05-07
seq_81269,intl_source,2020-04-14
seq_156453,domestic,2020-05-13
seq_16004,domestic,2020-05-12
seq_145133,domestic,2020-05-18
seq_35358,intl_source,2020-05-05
seq_143691,domestic,2020-05-19
seq_128951,intl_source,2020-05-26
seq_146910,Imports,2020-05-17
seq_29110,domestic,2020-05-07
seq_24790,domestic,2020-05-09
seq_18408,domestic,2020-05-11
seq_112591,domestic,2020-06-08
seq_157246,domestic,2020-05-13
seq_59950,domestic,2020-04-26
seq_25540,domestic,2020-05-08
seq_72595,domestic,2020-04-19
seq_140069,domestic,2020-05-20
seq_82496,intl_source,2020-04-13
seq_100223,intl_source,2020-07-14
seq_63895,intl_source,2020-04-24
seq_116157,intl_source,2020-06-04
seq_160253,domestic,2020-05-12
seq_143387,domestic,2020-05-19
seq_109750,intl_source,2020-06-12
seq_93707,intl_source,2020-03-31
seq_143503,domestic,2020-05-19
seq_106704,intl_source,2020-06-17
seq_118463,domestic,2020-06-02
seq_133898,domestic,2020-05-23
seq_112811,domestic,2020-06-08
seq_10039,domestic,2020-07-13
seq_100024,intl_source,2020-07-17
seq_14914,intl_source,2020-05-16
seq_40077,intl_source,2020-05-03
seq_30770,intl_source,2020-05-07
seq_37507,domestic,2020-05-04
seq_81065,domestic,2020-04-14
seq_52253,intl_source,2020-04-29
seq_62965,intl_source,2020-04-24
seq_85624,intl_source,2020-04-10
seq_50884,intl_source,2020-04-29
seq_60006,domestic,2020-04-25
seq_36007,domestic,2020-05-05
seq_28420,intl_source,2020-05-07
seq_152169,domestic,2020-05-15
seq_69219,domestic,2020-04-21
seq_122351,domestic,2020-05-30
seq_109645,domestic,2020-06-12
seq_90511,domestic,2020-04-05
seq_58548,domestic,2020-04-26
seq_96645,domestic,2020-03-23
seq_20851,domestic,2020-05-10
seq_129480,domestic,2020-05-26
seq_57209,intl_source,2020-04-27
seq_124228,domestic,2020-05-29
seq_7964,domestic,2020-04-15
seq_42169,domestic,2020-05-02
seq_107932,Imports,2020-06-15
seq_129016,domestic,2020-05-26
seq_114287,domestic,2020-06-06
seq_69731,domestic,2020-04-21
seq_13382,intl_source,2020-05-23
seq_7593,domestic,2020-04-17
seq_71547,intl_source,2020-04-20
seq_11564,domestic,2020-06-05
seq_53638,domestic,2020-04-28
seq_60749,domestic,2020-04-25
seq_21002,domestic,2020-05-10
seq_6853,intl_source,2020-04-22
seq_150268,domestic,2020-05-16
seq_87513,domestic,2020-04-08
seq_86084,intl_source,2020-04-10
seq_55164,intl_source,2020-04-27
seq_95240,domestic,2020-03-27
seq_157868,intl_source,2020-05-13
seq_102443,intl_source,2020-06-29
seq_84754,domestic,2020-04-11
seq_121601,domestic,2020-05-31
seq_99993,intl_source,2020-01-17
seq_33268,intl_source,2020-05-06
seq_92875,domestic,2020-04-01
seq_147067,domestic,2020-05-17
seq_46360,intl_source,2020-05-01
seq_149799,intl_source,2020-05-16
seq_16725,domestic,2020-05-12
seq_6621,intl_source,2020-04-23
seq_7447,intl_source,2020-04-18
seq_133971,domestic,2020-05-23
seq_121707,domestic,2020-05-31
seq_43941,intl_source,2020-05-02
seq_3542,intl_source,2020-05-05
seq_93373,intl_source,2020-03-31
seq_98580,intl_source,2020-03-13
seq_78132,intl_source,2020-04-16
seq_97858,intl_source,2020-03-18
seq_22873,domestic,2020-05-09
seq_31069,domestic,2020-05-06
seq_78416,domestic,2020-04-16
seq_124537,domestic,2020-05-29
seq_60623,intl_source,2020-04-25
seq_90900,domestic,2020-04-04
seq_98641,intl_source,2020-03-12
seq_37424,intl_source,2020-05-04
seq_11918,intl_source,2020-06-02
seq_105555,domestic,2020-06-20
seq_50593,intl_source,2020-04-29
seq_140380,domestic,2020-05-20
seq_1380,intl_source,2020-05-21
seq_23853,intl_source,2020-05-09
seq_101646,Imports,2020-07-03
seq_41091,domestic,2020-05-03
seq_54954,intl_source,2020-04-28
seq_112825,intl_source,2020-06-08
seq_129779,domestic,2020-05-25
seq_53407,intl_source,2020-04-28
seq_64378,domestic,2020-04-24
seq_140837,intl_source,2020-05-20
seq_150317,intl_source,2020-05-16
seq_17941,intl_source,2020-05-11
seq_151188,domestic,2020-05-15
seq_142439,domestic,2020-05-19
seq_123014,domestic,2020-05-30
seq_147862,domestic,2020-05-17
seq_30217,domestic,2020-05-07
seq_29515,domestic,2020-05-07
seq_4684,domestic,2020-05-01
seq_60702,domestic,2020-04-25
seq_70963,domestic,2020-04-20
seq_46140,domestic,2020-05-01
seq_43398,intl_source,2020-05-02
seq_119814,intl_source,2020-06-01
seq_103158,domestic,2020-06-27
seq_44070,intl_source,2020-05-02
seq_42714,intl_source,2020-05-02
seq_160406,intl_source,2020-05-12
seq_47370,intl_source,2020-04-30
seq_18366,domestic,2020-05-11
seq_104109,intl_source,2020-06-23
seq_30639,domestic,2020-05-07
seq_144258,intl_source,2020-05-18
seq_38222,intl_source,2020-05-04
seq_39447,domestic,2020-05-03
seq_45417,domestic,2020-05-01
seq_88206,domestic,2020-04-08
seq_46559,domestic,2020-05-01
seq_115035,intl_source,2020-06-05
seq_117570,domestic,2020-06-03
seq_48512,domestic,2020-04-30
seq_65829,intl_source,2020-04-23
seq_51320,intl_source,2020-04-29
seq_60106,intl_source,2020-04-25
seq_23287,domestic,2020-05-09
seq_50113,intl_source,2020-04-29
seq_7977,intl_source,2020-04-15
seq_45244,intl_source,2020-05-01
seq_51427,domestic,2020-04-29
seq_147778,intl_source,2020-05-17
seq_13910,domestic,2020-05-21
seq_3273,intl_source,2020-05-06
seq_115829,domestic,2020-06-05
seq_55498,domestic,2020-04-27
seq_128232,intl_source,2020-05-26
seq_73498,intl_source,2020-04-19
seq_76708,intl_source,2020-04-17
seq_84409,intl_source,2020-04-11
seq_46427,domestic,2020-05-01
seq_131968,intl_source,2020-05-24
seq_7448,domestic,2020-04-18
seq_51306,domestic,2020-04-29
seq_92928,intl_source,2020-04-01
seq_95769,intl_source,2020-03-26
seq_11703,domestic,2020-06-04
seq_134925,domestic,2020-05-23
seq_143042,domestic,2020-05-19
seq_104545,intl_source,2020-06-22
seq_26253,intl_source,2020-05-08
seq_119318,domestic,2020-06-02
seq_39657,domestic,2020-05-03
seq_94406,domestic,2020-03-29
seq_24687,intl_source,2020-05-09
seq_25651,intl_source,2020-05-08
seq_124174,domestic,2020-05-29
seq_95484,intl_source,2020-03-26
seq_139407,domestic,2020-05-21
seq_100775,domestic,2020-07-09
seq_113305,intl_source,2020-06-07
seq_117775,domestic,2020-06-03
