label,deme,Date
leaf_31238,Deme_1,2020-05-06
leaf_140279,Imports,2020-05-20
leaf_92390,Deme_2,2020-04-02
leaf_157933,Deme_2,2020-05-13
leaf_146257,Deme_2,2020-05-17
leaf_119736,Deme_1,2020-06-01
leaf_150347,Deme_2,2020-05-16
leaf_112303,Deme_1,2020-06-08
leaf_73,Deme_1,2020-08-21
leaf_134975,Imports,2020-05-23
leaf_58311,Deme_2,2020-04-26
leaf_138157,Deme_2,2020-05-21
leaf_55300,Deme_2,2020-04-27
leaf_1500,Deme_2,2020-05-16
leaf_143258,Deme_1,2020-05-19
leaf_131682,Deme_2,2020-05-24
leaf_18738,Deme_1,2020-05-11
leaf_23515,Deme_2,2020-05-09
leaf_67099,Deme_1,2020-04-22
leaf_27581,Deme_1,2020-05-08
leaf_91435,Deme_1,2020-04-03
leaf_142889,Deme_2,2020-05-19
leaf_96251,Deme_2,2020-03-24
leaf_27110,Deme_2,2020-05-08
leaf_115098,Deme_2,2020-06-05
leaf_89181,Deme_1,2020-04-06
leaf_12166,Deme_1,2020-05-31
leaf_78247,Deme_1,2020-04-16
leaf_14042,Deme_2,2020-05-20
leaf_5848,Deme_1,2020-04-26
leaf_32543,Deme_2,2020-05-06
leaf_25684,Deme_1,2020-05-08
leaf_50352,Deme_1,2020-04-29
leaf_4469,Deme_2,2020-05-01
leaf_118299,Deme_1,2020-06-03
leaf_38818,Deme_2,2020-05-04
leaf_94513,Deme_1,2020-03-29
leaf_61518,Deme_2,2020-04-25
leaf_105646,Deme_1,2020-06-19
leaf_67870,Deme_2,2020-04-22
leaf_52390,Deme_1,2020-04-29
leaf_51016,Deme_1,2020-04-29
leaf_7602,Deme_2,2020-04-17
leaf_149274,Deme_2,2020-05-16
leaf_154855,Deme_2,2020-05-14
leaf_88778,Deme_1,2020-04-07
leaf_101759,Deme_2,2020-07-03
leaf_1112,Deme_2,2020-06-10
leaf_48851,Deme_2,2020-04-30
leaf_30922,Deme_1,2020-05-07
leaf_87358,Deme_1,2020-04-09
leaf_128477,Deme_1,2020-05-26
leaf_127630,Deme_2,2020-05-27
leaf_37599,Deme_2,2020-05-04
leaf_154269,Deme_1,2020-05-14
leaf_27824,Deme_1,2020-05-08
leaf_359,Deme_2,2020-08-01
leaf_45581,Deme_2,2020-05-01
leaf_153293,Deme_2,2020-05-15
leaf_157234,Deme_1,2020-05-13
leaf_103606,Deme_1,2020-06-25
leaf_71433,Deme_1,2020-04-20
leaf_81222,Deme_2,2020-04-14
leaf_53788,Deme_2,2020-04-28
leaf_120422,Deme_2,2020-06-01
leaf_45870,Deme_2,2020-05-01
leaf_124511,Deme_1,2020-05-29
leaf_41125,Deme_2,2020-05-03
leaf_4807,Deme_2,2020-04-30
leaf_102890,Deme_1,2020-06-28
leaf_141051,Deme_1,2020-05-20
leaf_100620,Deme_2,2020-07-10
leaf_32451,Deme_2,2020-05-06
leaf_4542,Deme_2,2020-05-01
leaf_141065,Deme_1,2020-05-20
leaf_20728,Deme_2,2020-05-10
leaf_8491,Deme_2,2020-04-11
leaf_80188,Deme_2,2020-04-15
leaf_111511,Deme_1,2020-06-09
leaf_99338,Deme_1,2020-03-04
leaf_124289,Deme_1,2020-05-29
leaf_158788,Deme_2,2020-05-13
leaf_38032,Deme_1,2020-05-04
leaf_12428,Deme_2,2020-05-29
leaf_53192,Deme_2,2020-04-28
leaf_12500,Deme_1,2020-05-28
leaf_143344,Deme_1,2020-05-19
leaf_108014,Deme_2,2020-06-14
leaf_47535,Deme_2,2020-04-30
leaf_121314,Deme_2,2020-05-31
leaf_23968,Deme_1,2020-05-09
leaf_154593,Deme_2,2020-05-14
leaf_32884,Deme_2,2020-05-06
leaf_99912,Deme_1,2020-02-11
leaf_88571,Deme_1,2020-04-07
leaf_153979,Deme_1,2020-05-14
leaf_108446,Deme_2,2020-06-14
leaf_30711,Deme_1,2020-05-07
leaf_25782,Deme_1,2020-05-08
leaf_134367,Deme_1,2020-05-23
leaf_36798,Deme_2,2020-05-04
leaf_93688,Deme_2,2020-03-31
leaf_64266,Deme_2,2020-04-24
leaf_154830,Deme_2,2020-05-14
leaf_63945,Deme_1,2020-04-24
leaf_109823,Deme_2,2020-06-12
leaf_42015,Deme_1,2020-05-02
leaf_132297,Deme_1,2020-05-24
leaf_44990,Deme_1,2020-05-01
leaf_130056,Deme_2,2020-05-25
leaf_75562,Deme_1,2020-04-18
leaf_51754,Deme_1,2020-04-29
leaf_146632,Deme_2,2020-05-17
leaf_68240,Deme_1,2020-04-22
leaf_50624,Deme_2,2020-04-29
leaf_53249,Deme_2,2020-04-28
leaf_1839,Deme_2,2020-05-11
leaf_7626,Deme_1,2020-04-17
leaf_119434,Deme_2,2020-06-02
leaf_46326,Deme_2,2020-05-01
leaf_35547,Deme_2,2020-05-05
leaf_130510,Deme_1,2020-05-25
leaf_134269,Deme_2,2020-05-23
leaf_136181,Deme_2,2020-05-22
leaf_97645,Deme_1,2020-03-19
leaf_82459,Deme_2,2020-04-13
leaf_94172,Deme_1,2020-03-30
leaf_53504,Deme_2,2020-04-28
leaf_152821,Deme_2,2020-05-15
leaf_29736,Deme_1,2020-05-07
leaf_80130,Deme_1,2020-04-15
leaf_23467,Deme_2,2020-05-09
leaf_128915,Deme_1,2020-05-26
leaf_5155,Deme_1,2020-04-29
leaf_91959,Deme_2,2020-04-03
leaf_113218,Imports,2020-06-07
leaf_127338,Deme_1,2020-05-27
leaf_142378,Deme_2,2020-05-19
leaf_156769,Deme_2,2020-05-13
leaf_108170,Deme_2,2020-06-14
leaf_73758,Imports,2020-04-19
leaf_67476,Deme_1,2020-04-22
leaf_115046,Deme_2,2020-06-05
leaf_77993,Deme_2,2020-04-16
leaf_5191,Deme_2,2020-04-29
leaf_130792,Deme_2,2020-05-25
leaf_15714,Deme_1,2020-05-13
leaf_147497,Imports,2020-05-17
leaf_75077,Deme_2,2020-04-18
leaf_3000,Deme_1,2020-05-07
leaf_8063,Deme_1,2020-04-14
leaf_75993,Deme_1,2020-04-17
leaf_24073,Deme_2,2020-05-09
leaf_102914,Deme_1,2020-06-28
leaf_124318,Deme_1,2020-05-29
leaf_144183,Deme_2,2020-05-18
leaf_142661,Deme_1,2020-05-19
leaf_46331,Deme_2,2020-05-01
leaf_34940,Deme_1,2020-05-05
leaf_65849,Deme_2,2020-04-23
leaf_78216,Deme_1,2020-04-16
leaf_7104,Deme_1,2020-04-20
leaf_131597,Deme_2,2020-05-24
leaf_22940,Deme_1,2020-05-09
leaf_152601,Deme_2,2020-05-15
leaf_2784,Deme_2,2020-05-08
leaf_160387,Deme_1,2020-05-12
leaf_119400,Deme_1,2020-06-02
leaf_121592,Deme_2,2020-05-31
leaf_146825,Deme_2,2020-05-17
leaf_69633,Deme_2,2020-04-21
leaf_22417,Deme_2,2020-05-10
leaf_23408,Deme_2,2020-05-09
leaf_51805,Deme_2,2020-04-29
leaf_62321,Deme_1,2020-04-24
leaf_108150,Deme_2,2020-06-14
leaf_140841,Deme_2,2020-05-20
leaf_154874,Deme_1,2020-05-14
leaf_130787,Deme_1,2020-05-25
leaf_45210,Deme_2,2020-05-01
leaf_101166,Deme_1,2020-07-06
leaf_70857,Deme_2,2020-04-20
leaf_16889,Deme_2,2020-05-12
leaf_121038,Deme_2,2020-05-31
leaf_3455,Deme_1,2020-05-05
leaf_82681,Deme_2,2020-04-13
leaf_8179,Deme_1,2020-04-13
leaf_51389,Deme_1,2020-04-29
leaf_126451,Deme_2,2020-05-27
leaf_135766,Deme_2,2020-05-22
leaf_49181,Deme_2,2020-04-30
leaf_6109,Deme_2,2020-04-25
leaf_37127,Deme_2,2020-05-04
leaf_5325,Deme_2,2020-04-28
leaf_120876,Deme_2,2020-05-31
leaf_103188,Deme_1,2020-06-27
leaf_48591,Deme_2,2020-04-30
leaf_112780,Deme_1,2020-06-08
leaf_131385,Deme_2,2020-05-25
leaf_37490,Deme_1,2020-05-04
leaf_19227,Deme_2,2020-05-11
leaf_59776,Deme_2,2020-04-26
leaf_81586,Deme_1,2020-04-14
leaf_148518,Deme_2,2020-05-17
leaf_19180,Deme_2,2020-05-11
leaf_51196,Deme_2,2020-04-29
leaf_38723,Deme_2,2020-05-04
leaf_119765,Deme_2,2020-06-01
leaf_113366,Deme_2,2020-06-07
leaf_23456,Deme_1,2020-05-09
leaf_16129,Deme_1,2020-05-12
leaf_154101,Deme_1,2020-05-14
leaf_115125,Deme_2,2020-06-05
leaf_91687,Deme_2,2020-04-03
leaf_149845,Deme_1,2020-05-16
leaf_36897,Deme_1,2020-05-04
leaf_110194,Deme_2,2020-06-11
leaf_43046,Deme_1,2020-05-02
leaf_106287,Deme_2,2020-06-18
leaf_119130,Deme_2,2020-06-02
leaf_104635,Deme_2,2020-06-22
leaf_47255,Deme_1,2020-05-01
leaf_138821,Deme_2,2020-05-21
leaf_2855,Deme_2,2020-05-07
leaf_140523,Deme_2,2020-05-20
leaf_13859,Deme_2,2020-05-21
leaf_115686,Deme_1,2020-06-05
leaf_138023,Deme_1,2020-05-21
leaf_3247,Deme_1,2020-05-06
leaf_140973,Deme_2,2020-05-20
leaf_82278,Deme_2,2020-04-13
leaf_74770,Deme_1,2020-04-18
leaf_50687,Deme_2,2020-04-29
leaf_59513,Deme_1,2020-04-26
leaf_135250,Deme_2,2020-05-23
leaf_23199,Deme_1,2020-05-09
leaf_142928,Deme_2,2020-05-19
leaf_125824,Deme_1,2020-05-28
leaf_55278,Deme_2,2020-04-27
leaf_20679,Deme_2,2020-05-10
leaf_45715,Deme_2,2020-05-01
leaf_95762,Deme_1,2020-03-26
leaf_77875,Deme_1,2020-04-16
leaf_159931,Deme_1,2020-05-12
leaf_17230,Deme_1,2020-05-11
leaf_43553,Deme_1,2020-05-02
leaf_87460,Deme_1,2020-04-08
leaf_29190,Deme_1,2020-05-07
leaf_65139,Deme_2,2020-04-23
leaf_139948,Deme_1,2020-05-20
leaf_65260,Deme_2,2020-04-23
leaf_43489,Deme_1,2020-05-02
leaf_90858,Deme_1,2020-04-04
leaf_106254,Deme_1,2020-06-18
leaf_129360,Deme_1,2020-05-26
leaf_55112,Deme_1,2020-04-27
leaf_30037,Imports,2020-05-07
leaf_160196,Deme_1,2020-05-12
leaf_54174,Deme_2,2020-04-28
leaf_94662,Deme_1,2020-03-29
leaf_29464,Deme_2,2020-05-07
leaf_11212,Deme_2,2020-06-09
leaf_30069,Deme_2,2020-05-07
leaf_116927,Deme_2,2020-06-04
leaf_45247,Deme_1,2020-05-01
leaf_82083,Deme_2,2020-04-13
leaf_6285,Deme_2,2020-04-24
leaf_11019,Deme_1,2020-06-11
leaf_28776,Deme_2,2020-05-07
leaf_137365,Deme_1,2020-05-22
leaf_135356,Deme_1,2020-05-23
leaf_67584,Deme_2,2020-04-22
leaf_143268,Deme_1,2020-05-19
leaf_94060,Deme_1,2020-03-30
leaf_115774,Deme_1,2020-06-05
leaf_136273,Deme_2,2020-05-22
leaf_18638,Deme_2,2020-05-11
leaf_135284,Deme_2,2020-05-23
leaf_57883,Deme_1,2020-04-26
leaf_93789,Deme_2,2020-03-30
leaf_48256,Deme_1,2020-04-30
leaf_93782,Deme_1,2020-03-30
leaf_145192,Deme_2,2020-05-18
leaf_53041,Deme_2,2020-04-28
leaf_108437,Deme_1,2020-06-14
leaf_133358,Deme_1,2020-05-24
leaf_127947,Deme_1,2020-05-27
leaf_15272,Deme_1,2020-05-15
leaf_12180,Deme_1,2020-05-31
leaf_109671,Deme_2,2020-06-12
leaf_159569,Deme_1,2020-05-12
leaf_22795,Deme_2,2020-05-09
leaf_91476,Deme_1,2020-04-03
leaf_156026,Deme_2,2020-05-14
leaf_58404,Deme_2,2020-04-26
leaf_7362,Deme_2,2020-04-19
leaf_150377,Deme_2,2020-05-16
leaf_62975,Deme_2,2020-04-24
leaf_17133,Deme_2,2020-05-11
leaf_152463,Deme_1,2020-05-15
leaf_90658,Deme_1,2020-04-05
leaf_133090,Deme_2,2020-05-24
leaf_15917,Deme_2,2020-05-12
leaf_54988,Deme_1,2020-04-28
leaf_10163,Deme_1,2020-07-03
leaf_38003,Deme_2,2020-05-04
leaf_145159,Deme_2,2020-05-18
leaf_52327,Deme_1,2020-04-29
leaf_11245,Deme_2,2020-06-08
leaf_40713,Deme_2,2020-05-03
leaf_159520,Imports,2020-05-12
leaf_76175,Deme_1,2020-04-17
leaf_65435,Deme_1,2020-04-23
leaf_41475,Deme_2,2020-05-03
leaf_73376,Deme_2,2020-04-19
leaf_45040,Deme_2,2020-05-01
leaf_49226,Deme_2,2020-04-30
leaf_15845,Deme_1,2020-05-13
leaf_107182,Deme_1,2020-06-16
leaf_102788,Deme_2,2020-06-28
leaf_93585,Deme_2,2020-03-31
leaf_30258,Deme_2,2020-05-07
leaf_33434,Deme_1,2020-05-06
leaf_50829,Deme_2,2020-04-29
leaf_16656,Deme_1,2020-05-12
leaf_36307,Deme_2,2020-05-05
leaf_57110,Deme_2,2020-04-27
leaf_89129,Deme_2,2020-04-07
leaf_30614,Deme_1,2020-05-07
leaf_25195,Deme_1,2020-05-09
leaf_145720,Deme_1,2020-05-18
leaf_103439,Deme_2,2020-06-26
leaf_108988,Imports,2020-06-13
leaf_127374,Deme_2,2020-05-27
leaf_101658,Deme_1,2020-07-03
leaf_135677,Deme_1,2020-05-22
leaf_139044,Deme_2,2020-05-21
leaf_46139,Deme_2,2020-05-01
leaf_52586,Deme_2,2020-04-28
leaf_89068,Deme_1,2020-04-07
leaf_19955,Deme_1,2020-05-10
leaf_63440,Deme_2,2020-04-24
leaf_36474,Deme_2,2020-05-05
leaf_111401,Deme_1,2020-06-10
leaf_125994,Deme_2,2020-05-28
leaf_155123,Deme_2,2020-05-14
leaf_102018,Deme_2,2020-07-01
leaf_51490,Deme_2,2020-04-29
leaf_130220,Deme_2,2020-05-25
leaf_49465,Deme_2,2020-04-30
leaf_48155,Deme_2,2020-04-30
leaf_139832,Deme_2,2020-05-20
leaf_12772,Deme_1,2020-05-27
leaf_133200,Deme_1,2020-05-24
leaf_136572,Deme_1,2020-05-22
leaf_40977,Deme_2,2020-05-03
leaf_36368,Deme_2,2020-05-05
leaf_61678,Deme_2,2020-04-25
leaf_45321,Deme_2,2020-05-01
leaf_102446,Deme_2,2020-06-29
leaf_135408,Deme_1,2020-05-22
leaf_9881,Deme_1,2020-03-11
leaf_87385,Deme_1,2020-04-08
leaf_108948,Deme_1,2020-06-13
leaf_146929,Deme_2,2020-05-17
leaf_139032,Imports,2020-05-21
leaf_117903,Deme_1,2020-06-03
leaf_13002,Deme_2,2020-05-25
leaf_54161,Deme_1,2020-04-28
leaf_28336,Deme_2,2020-05-07
leaf_25694,Deme_1,2020-05-08
leaf_87471,Deme_2,2020-04-08
leaf_83339,Deme_2,2020-04-12
leaf_9635,Deme_1,2020-03-24
leaf_44205,Deme_2,2020-05-02
leaf_111897,Deme_2,2020-06-09
leaf_100315,Deme_1,2020-07-13
leaf_101174,Deme_1,2020-07-06
leaf_105872,Deme_2,2020-06-19
leaf_136339,Deme_1,2020-05-22
leaf_88939,Deme_1,2020-04-07
leaf_22133,Deme_2,2020-05-10
leaf_39791,Deme_2,2020-05-03
leaf_110351,Deme_2,2020-06-11
leaf_20647,Deme_2,2020-05-10
leaf_27909,Deme_1,2020-05-08
leaf_64373,Deme_1,2020-04-24
leaf_24128,Deme_1,2020-05-09
leaf_61625,Deme_2,2020-04-25
leaf_113613,Deme_1,2020-06-07
leaf_92822,Deme_1,2020-04-01
leaf_54278,Deme_2,2020-04-28
leaf_37052,Deme_1,2020-05-04
leaf_157461,Deme_1,2020-05-13
leaf_26516,Deme_2,2020-05-08
leaf_13350,Deme_2,2020-05-23
leaf_120407,Deme_1,2020-06-01
leaf_156906,Deme_2,2020-05-13
leaf_100175,Deme_1,2020-07-15
leaf_119379,Deme_1,2020-06-02
leaf_91235,Deme_2,2020-04-04
leaf_107011,Deme_2,2020-06-16
leaf_87909,Deme_1,2020-04-08
leaf_123272,Deme_1,2020-05-30
leaf_860,Deme_2,2020-07-20
leaf_16331,Deme_2,2020-05-12
leaf_60847,Deme_1,2020-04-25
leaf_139039,Deme_2,2020-05-21
leaf_120698,Deme_1,2020-06-01
leaf_56572,Deme_2,2020-04-27
leaf_127830,Imports,2020-05-27
leaf_65545,Deme_1,2020-04-23
leaf_96789,Deme_2,2020-03-22
leaf_1878,Deme_2,2020-05-11
leaf_128557,Deme_1,2020-05-26
leaf_103627,Deme_2,2020-06-25
leaf_22205,Deme_1,2020-05-10
leaf_85058,Deme_2,2020-04-11
leaf_94444,Deme_1,2020-03-29
leaf_98809,Deme_1,2020-03-11
leaf_61278,Deme_2,2020-04-25
leaf_141790,Deme_1,2020-05-19
leaf_8383,Deme_2,2020-04-12
leaf_94452,Deme_1,2020-03-29
leaf_154693,Deme_2,2020-05-14
leaf_55930,Deme_2,2020-04-27
leaf_138354,Deme_1,2020-05-21
leaf_9372,Deme_1,2020-03-30
leaf_92750,Deme_2,2020-04-01
leaf_5302,Deme_1,2020-04-28
leaf_153767,Deme_2,2020-05-14
leaf_60775,Deme_2,2020-04-25
leaf_81736,Deme_2,2020-04-13
leaf_87269,Deme_1,2020-04-09
leaf_35805,Deme_2,2020-05-05
leaf_115372,Deme_1,2020-06-05
leaf_136653,Deme_2,2020-05-22
leaf_21757,Deme_1,2020-05-10
leaf_58425,Deme_1,2020-04-26
leaf_72121,Deme_1,2020-04-20
leaf_97030,Deme_1,2020-03-22
leaf_126171,Deme_1,2020-05-28
leaf_79185,Deme_1,2020-04-15
leaf_128530,Deme_1,2020-05-26
leaf_549,Deme_2,2020-07-26
leaf_150640,Deme_2,2020-05-16
leaf_46834,Deme_1,2020-05-01
leaf_99625,Deme_1,2020-02-26
leaf_67464,Deme_1,2020-04-22
leaf_53300,Deme_2,2020-04-28
leaf_30837,Deme_2,2020-05-07
leaf_53640,Imports,2020-04-28
leaf_119166,Deme_2,2020-06-02
leaf_103239,Deme_2,2020-06-26
leaf_98394,Deme_2,2020-03-14
leaf_104868,Deme_1,2020-06-21
leaf_134,Deme_2,2020-08-13
leaf_110942,Deme_1,2020-06-10
leaf_51332,Deme_2,2020-04-29
leaf_85804,Deme_1,2020-04-10
leaf_85494,Deme_2,2020-04-10
leaf_30295,Deme_1,2020-05-07
leaf_25715,Deme_2,2020-05-08
leaf_20273,Deme_1,2020-05-10
leaf_54542,Deme_2,2020-04-28
leaf_56041,Deme_1,2020-04-27
leaf_150600,Deme_2,2020-05-16
leaf_121117,Deme_1,2020-05-31
leaf_124361,Deme_2,2020-05-29
leaf_140377,Deme_2,2020-05-20
leaf_133839,Deme_2,2020-05-23
leaf_72392,Deme_1,2020-04-20
leaf_80215,Deme_2,2020-04-15
leaf_150205,Deme_1,2020-05-16
leaf_129137,Deme_1,2020-05-26
leaf_62790,Deme_2,2020-04-24
leaf_102247,Deme_1,2020-06-30
leaf_100793,Deme_2,2020-07-09
leaf_40452,Deme_2,2020-05-03
leaf_2383,Deme_1,2020-05-09
leaf_37105,Deme_1,2020-05-04
leaf_141289,Deme_2,2020-05-20
leaf_128508,Deme_2,2020-05-26
leaf_42981,Deme_2,2020-05-02
leaf_73334,Deme_2,2020-04-19
leaf_14135,Deme_2,2020-05-20
leaf_139397,Deme_1,2020-05-21
leaf_114876,Deme_2,2020-06-06
leaf_103617,Deme_1,2020-06-25
leaf_36723,Deme_2,2020-05-04
leaf_58147,Deme_2,2020-04-26
leaf_137923,Deme_2,2020-05-21
leaf_113175,Deme_2,2020-06-07
leaf_28582,Deme_2,2020-05-07
leaf_113033,Deme_2,2020-06-08
leaf_54113,Deme_2,2020-04-28
leaf_41201,Deme_1,2020-05-03
leaf_7961,Deme_1,2020-04-15
leaf_11474,Deme_1,2020-06-06
leaf_50916,Deme_2,2020-04-29
leaf_76015,Deme_2,2020-04-17
leaf_16013,Deme_1,2020-05-12
leaf_40518,Deme_2,2020-05-03
leaf_114771,Deme_1,2020-06-06
leaf_86587,Deme_1,2020-04-09
leaf_160578,Deme_2,2020-05-12
leaf_155942,Deme_2,2020-05-14
leaf_30914,Deme_2,2020-05-07
leaf_66066,Deme_1,2020-04-23
leaf_92181,Deme_2,2020-04-02
leaf_17053,Imports,2020-05-11
leaf_117443,Deme_1,2020-06-03
leaf_96551,Deme_2,2020-03-23
leaf_157209,Deme_2,2020-05-13
leaf_133297,Deme_2,2020-05-24
leaf_90476,Deme_1,2020-04-05
leaf_30206,Deme_2,2020-05-07
leaf_25405,Deme_1,2020-05-08
leaf_131616,Deme_2,2020-05-24
leaf_156121,Deme_1,2020-05-14
leaf_31165,Deme_2,2020-05-06
leaf_9337,Deme_2,2020-03-31
leaf_21334,Deme_1,2020-05-10
leaf_140218,Deme_2,2020-05-20
leaf_11430,Deme_1,2020-06-06
leaf_117323,Deme_1,2020-06-03
leaf_103528,Deme_2,2020-06-25
leaf_150673,Deme_1,2020-05-16
leaf_69637,Deme_1,2020-04-21
leaf_53122,Deme_2,2020-04-28
leaf_18238,Deme_2,2020-05-11
leaf_29508,Deme_2,2020-05-07
leaf_48473,Deme_2,2020-04-30
leaf_158683,Deme_1,2020-05-13
leaf_18473,Deme_1,2020-05-11
leaf_34748,Deme_1,2020-05-05
leaf_157227,Deme_2,2020-05-13
leaf_27454,Deme_2,2020-05-08
leaf_44764,Deme_2,2020-05-01
leaf_73719,Deme_2,2020-04-19
leaf_149602,Deme_1,2020-05-16
leaf_62690,Deme_2,2020-04-24
leaf_151803,Deme_2,2020-05-15
leaf_77951,Deme_2,2020-04-16
leaf_160187,Deme_1,2020-05-12
leaf_9667,Deme_1,2020-03-23
leaf_53052,Deme_1,2020-04-28
leaf_66002,Deme_1,2020-04-23
leaf_80496,Deme_1,2020-04-14
leaf_136702,Deme_1,2020-05-22
leaf_24866,Deme_2,2020-05-09
leaf_138190,Deme_2,2020-05-21
leaf_127548,Deme_2,2020-05-27
leaf_17073,Deme_1,2020-05-11
leaf_79294,Imports,2020-04-15
leaf_61142,Deme_1,2020-04-25
leaf_85755,Deme_1,2020-04-10
leaf_66551,Deme_2,2020-04-23
leaf_93473,Deme_1,2020-03-31
leaf_69614,Deme_2,2020-04-21
leaf_2780,Deme_1,2020-05-08
leaf_153002,Deme_2,2020-05-15
leaf_105273,Deme_2,2020-06-20
leaf_116957,Deme_1,2020-06-04
leaf_39479,Deme_1,2020-05-03
leaf_25847,Deme_2,2020-05-08
leaf_130891,Deme_1,2020-05-25
leaf_19818,Deme_2,2020-05-10
leaf_74200,Deme_1,2020-04-19
leaf_17358,Deme_1,2020-05-11
leaf_117161,Deme_2,2020-06-04
leaf_12993,Deme_1,2020-05-25
leaf_44610,Deme_2,2020-05-01
leaf_154177,Deme_2,2020-05-14
leaf_159454,Deme_1,2020-05-12
leaf_130095,Deme_2,2020-05-25
leaf_86532,Deme_1,2020-04-09
leaf_103470,Imports,2020-06-26
leaf_96606,Deme_2,2020-03-23
leaf_92419,Deme_1,2020-04-02
leaf_146876,Deme_1,2020-05-17
leaf_57137,Deme_1,2020-04-27
leaf_69954,Deme_2,2020-04-21
leaf_109064,Deme_2,2020-06-13
leaf_122330,Deme_2,2020-05-30
leaf_2701,Deme_2,2020-05-08
leaf_34776,Deme_2,2020-05-05
leaf_115967,Deme_2,2020-06-05
leaf_33905,Deme_2,2020-05-05
leaf_38377,Deme_1,2020-05-04
leaf_71436,Deme_2,2020-04-20
leaf_130019,Deme_2,2020-05-25
leaf_115723,Deme_1,2020-06-05
leaf_126955,Deme_1,2020-05-27
leaf_21288,Deme_1,2020-05-10
leaf_42951,Deme_2,2020-05-02
leaf_34709,Deme_2,2020-05-05
leaf_32633,Deme_2,2020-05-06
leaf_115991,Deme_2,2020-06-05
leaf_116123,Deme_2,2020-06-04
leaf_34157,Deme_2,2020-05-05
leaf_156260,Deme_1,2020-05-14
leaf_40580,Deme_1,2020-05-03
leaf_8275,Deme_1,2020-04-13
leaf_144661,Deme_1,2020-05-18
leaf_66844,Deme_2,2020-04-22
leaf_52604,Deme_2,2020-04-28
leaf_55426,Deme_1,2020-04-27
leaf_41310,Deme_2,2020-05-03
leaf_37521,Imports,2020-05-04
leaf_65740,Deme_2,2020-04-23
leaf_32232,Deme_1,2020-05-06
leaf_127416,Deme_2,2020-05-27
leaf_153285,Deme_2,2020-05-15
leaf_65998,Deme_1,2020-04-23
leaf_26665,Deme_2,2020-05-08
leaf_147969,Deme_2,2020-05-17
leaf_126549,Deme_1,2020-05-27
leaf_54727,Imports,2020-04-28
leaf_138198,Deme_1,2020-05-21
leaf_94931,Deme_2,2020-03-28
leaf_89169,Deme_1,2020-04-06
leaf_126679,Deme_1,2020-05-27
leaf_155544,Deme_1,2020-05-14
leaf_134935,Deme_1,2020-05-23
leaf_77664,Deme_1,2020-04-16
leaf_141154,Deme_2,2020-05-20
leaf_23859,Deme_2,2020-05-09
leaf_78855,Deme_1,2020-04-16
leaf_89309,Deme_1,2020-04-06
leaf_139310,Deme_2,2020-05-21
leaf_137972,Deme_1,2020-05-21
leaf_106741,Deme_1,2020-06-17
leaf_48772,Deme_2,2020-04-30
leaf_127779,Deme_2,2020-05-27
leaf_41380,Deme_1,2020-05-03
leaf_57139,Deme_2,2020-04-27
leaf_39142,Deme_2,2020-05-04
leaf_78524,Deme_1,2020-04-16
leaf_72214,Deme_2,2020-04-20
leaf_45979,Deme_2,2020-05-01
leaf_106413,Deme_2,2020-06-18
leaf_6275,Deme_2,2020-04-24
leaf_69268,Deme_1,2020-04-21
leaf_18457,Deme_2,2020-05-11
leaf_98590,Deme_1,2020-03-13
leaf_87724,Deme_1,2020-04-08
leaf_79271,Deme_2,2020-04-15
leaf_23151,Deme_1,2020-05-09
leaf_70469,Deme_2,2020-04-21
leaf_27265,Deme_2,2020-05-08
leaf_108182,Deme_2,2020-06-14
leaf_71357,Deme_2,2020-04-20
leaf_64087,Deme_1,2020-04-24
leaf_84530,Deme_1,2020-04-11
leaf_158927,Deme_2,2020-05-13
leaf_8529,Deme_2,2020-04-10
leaf_31859,Deme_2,2020-05-06
leaf_62531,Deme_2,2020-04-24
leaf_19957,Deme_2,2020-05-10
leaf_15264,Deme_2,2020-05-15
leaf_103231,Deme_2,2020-06-26
leaf_15161,Deme_1,2020-05-15
leaf_26983,Deme_2,2020-05-08
leaf_149832,Deme_1,2020-05-16
leaf_61000,Deme_1,2020-04-25
leaf_52002,Deme_2,2020-04-29
leaf_13968,Deme_1,2020-05-20
leaf_84470,Deme_1,2020-04-11
leaf_33091,Deme_1,2020-05-06
leaf_119394,Deme_2,2020-06-02
leaf_52957,Deme_2,2020-04-28
leaf_67711,Deme_2,2020-04-22
leaf_90598,Deme_2,2020-04-05
leaf_157423,Deme_1,2020-05-13
leaf_1117,Deme_2,2020-06-09
leaf_151150,Deme_2,2020-05-15
leaf_92911,Deme_1,2020-04-01
leaf_136335,Deme_2,2020-05-22
leaf_58146,Deme_1,2020-04-26
leaf_122486,Deme_1,2020-05-30
leaf_12927,Deme_1,2020-05-26
leaf_99492,Deme_2,2020-03-01
leaf_30298,Deme_1,2020-05-07
leaf_154905,Deme_2,2020-05-14
leaf_23948,Deme_2,2020-05-09
leaf_47637,Deme_2,2020-04-30
leaf_72398,Deme_1,2020-04-20
leaf_5276,Deme_2,2020-04-28
leaf_59106,Imports,2020-04-26
leaf_52558,Deme_2,2020-04-28
leaf_68357,Deme_2,2020-04-22
leaf_70810,Imports,2020-04-20
leaf_23942,Deme_2,2020-05-09
leaf_56726,Deme_1,2020-04-27
leaf_9890,Deme_1,2020-03-09
leaf_3282,Deme_2,2020-05-06
leaf_107275,Deme_1,2020-06-16
leaf_9974,Deme_1,2020-02-23
leaf_150201,Deme_2,2020-05-16
leaf_72443,Deme_2,2020-04-20
