label,deme,Date
leaf_10476,Deme_1,2020-06-22
leaf_56357,Deme_2,2020-04-27
leaf_97095,Deme_1,2020-03-21
leaf_145946,Deme_1,2020-05-18
leaf_153609,Deme_1,2020-05-15
leaf_126900,Deme_2,2020-05-27
leaf_24222,Deme_1,2020-05-09
leaf_3123,Deme_2,2020-05-06
leaf_100524,Deme_2,2020-07-11
leaf_38353,Deme_1,2020-05-04
leaf_56637,Deme_2,2020-04-27
leaf_149794,Deme_1,2020-05-16
leaf_156863,Deme_2,2020-05-13
leaf_14380,Deme_2,2020-05-19
leaf_80862,Deme_1,2020-04-14
leaf_110859,Deme_2,2020-06-10
leaf_79416,Deme_1,2020-04-15
leaf_53977,Deme_1,2020-04-28
leaf_50087,Deme_2,2020-04-29
leaf_113291,Deme_1,2020-06-07
leaf_39722,Deme_1,2020-05-03
leaf_60969,Deme_1,2020-04-25
leaf_156091,Deme_2,2020-05-14
leaf_68792,Deme_2,2020-04-21
leaf_157668,Deme_2,2020-05-13
leaf_27138,Deme_1,2020-05-08
leaf_50245,Deme_1,2020-04-29
leaf_146250,Deme_2,2020-05-18
leaf_110287,Deme_1,2020-06-11
leaf_91471,Deme_1,2020-04-03
leaf_77220,Deme_1,2020-04-17
leaf_95527,Deme_1,2020-03-26
leaf_37006,Deme_2,2020-05-04
leaf_80202,Deme_1,2020-04-15
leaf_60646,Deme_2,2020-04-25
leaf_18354,Deme_2,2020-05-11
leaf_154655,Deme_1,2020-05-14
leaf_145847,Deme_1,2020-05-18
leaf_12178,Deme_2,2020-05-31
leaf_152771,Deme_1,2020-05-15
leaf_20712,Deme_2,2020-05-10
leaf_20797,Deme_1,2020-05-10
leaf_31799,Deme_2,2020-05-06
leaf_31054,Deme_1,2020-05-06
leaf_113488,Deme_2,2020-06-07
leaf_96322,Deme_2,2020-03-24
leaf_12065,Deme_1,2020-06-01
leaf_86057,Deme_1,2020-04-10
leaf_152379,Deme_2,2020-05-15
leaf_41003,Deme_2,2020-05-03
leaf_106294,Deme_2,2020-06-18
leaf_131995,Deme_2,2020-05-24
leaf_43388,Deme_2,2020-05-02
leaf_96747,Deme_2,2020-03-23
leaf_93139,Deme_1,2020-04-01
leaf_54555,Deme_1,2020-04-28
leaf_143895,Deme_2,2020-05-18
leaf_147284,Deme_1,2020-05-17
leaf_109448,Deme_2,2020-06-12
leaf_22529,Deme_2,2020-05-10
leaf_67710,Deme_1,2020-04-22
leaf_4340,Deme_1,2020-05-02
leaf_99588,Deme_2,2020-02-27
leaf_124928,Deme_1,2020-05-28
leaf_102108,Deme_2,2020-07-01
leaf_97496,Deme_2,2020-03-20
leaf_16739,Deme_1,2020-05-12
leaf_128998,Deme_1,2020-05-26
leaf_104845,Deme_2,2020-06-21
leaf_4709,Deme_1,2020-05-01
leaf_154494,Deme_2,2020-05-14
leaf_89295,Deme_1,2020-04-06
leaf_137554,Deme_2,2020-05-21
leaf_19237,Deme_1,2020-05-11
leaf_71772,Deme_1,2020-04-20
leaf_112933,Deme_2,2020-06-08
leaf_51747,Deme_2,2020-04-29
leaf_108944,Deme_1,2020-06-13
leaf_115854,Deme_1,2020-06-05
leaf_102999,Deme_2,2020-06-27
leaf_29430,Deme_1,2020-05-07
leaf_54873,Deme_2,2020-04-28
leaf_80280,Deme_1,2020-04-15
leaf_124064,Deme_1,2020-05-29
leaf_128150,Deme_1,2020-05-26
leaf_56133,Deme_1,2020-04-27
leaf_109983,Deme_2,2020-06-11
leaf_73600,Imports,2020-04-19
leaf_91105,Deme_2,2020-04-04
leaf_98753,Deme_1,2020-03-11
leaf_70708,Deme_1,2020-04-20
leaf_26437,Deme_2,2020-05-08
leaf_143192,Deme_2,2020-05-19
leaf_42956,Imports,2020-05-02
leaf_160096,Deme_2,2020-05-12
leaf_58423,Deme_1,2020-04-26
leaf_8527,Deme_1,2020-04-11
leaf_125951,Deme_1,2020-05-28
leaf_146540,Deme_2,2020-05-17
leaf_3181,Deme_1,2020-05-06
leaf_129891,Deme_1,2020-05-25
leaf_16887,Deme_2,2020-05-12
leaf_44732,Deme_1,2020-05-01
leaf_5442,Deme_1,2020-04-28
leaf_150572,Deme_2,2020-05-16
leaf_93453,Deme_1,2020-03-31
leaf_100701,Deme_1,2020-07-10
leaf_24884,Deme_1,2020-05-09
leaf_41135,Deme_2,2020-05-03
leaf_94475,Deme_2,2020-03-29
leaf_121497,Deme_2,2020-05-31
leaf_117565,Deme_2,2020-06-03
leaf_22536,Deme_2,2020-05-10
leaf_23807,Deme_2,2020-05-09
leaf_144111,Deme_2,2020-05-18
leaf_126719,Deme_2,2020-05-27
leaf_22703,Deme_2,2020-05-09
leaf_117089,Deme_2,2020-06-04
leaf_51506,Deme_2,2020-04-29
leaf_53425,Deme_2,2020-04-28
leaf_105282,Deme_2,2020-06-20
leaf_127257,Deme_2,2020-05-27
leaf_31408,Deme_1,2020-05-06
leaf_116847,Deme_2,2020-06-04
leaf_25202,Deme_2,2020-05-09
leaf_134608,Deme_2,2020-05-23
leaf_132200,Deme_2,2020-05-24
leaf_85858,Deme_2,2020-04-10
leaf_73688,Deme_1,2020-04-19
leaf_75901,Deme_2,2020-04-17
leaf_67788,Deme_2,2020-04-22
leaf_143031,Deme_2,2020-05-19
leaf_132025,Deme_1,2020-05-24
leaf_116631,Deme_2,2020-06-04
leaf_10869,Deme_1,2020-06-13
leaf_93773,Deme_1,2020-03-30
leaf_64645,Deme_1,2020-04-23
leaf_87807,Deme_1,2020-04-08
leaf_88920,Deme_1,2020-04-07
leaf_39309,Deme_1,2020-05-03
leaf_155411,Deme_2,2020-05-14
leaf_10199,Deme_2,2020-07-01
leaf_15295,Deme_2,2020-05-15
leaf_121819,Deme_2,2020-05-31
leaf_139227,Imports,2020-05-21
leaf_104307,Deme_2,2020-06-23
leaf_38926,Deme_1,2020-05-04
leaf_159619,Deme_1,2020-05-12
leaf_129661,Deme_2,2020-05-26
leaf_66262,Deme_1,2020-04-23
leaf_38621,Deme_1,2020-05-04
leaf_110089,Deme_1,2020-06-11
leaf_91616,Deme_1,2020-04-03
leaf_9942,Deme_2,2020-03-02
leaf_119157,Deme_1,2020-06-02
leaf_25018,Deme_2,2020-05-09
leaf_59457,Deme_1,2020-04-26
leaf_52364,Imports,2020-04-29
leaf_151468,Deme_2,2020-05-15
leaf_159270,Deme_2,2020-05-12
leaf_118239,Imports,2020-06-03
leaf_33462,Deme_1,2020-05-06
leaf_114934,Deme_1,2020-06-06
leaf_11437,Deme_1,2020-06-06
leaf_11332,Deme_2,2020-06-07
leaf_105207,Deme_2,2020-06-20
leaf_111227,Deme_2,2020-06-10
leaf_87928,Imports,2020-04-08
leaf_43327,Deme_1,2020-05-02
leaf_91996,Deme_2,2020-04-03
leaf_55925,Deme_1,2020-04-27
leaf_38504,Deme_1,2020-05-04
leaf_18963,Deme_1,2020-05-11
leaf_50067,Deme_1,2020-04-29
leaf_39470,Imports,2020-05-03
leaf_8495,Deme_1,2020-04-11
leaf_43209,Deme_2,2020-05-02
leaf_157537,Deme_2,2020-05-13
leaf_138656,Imports,2020-05-21
leaf_160410,Deme_1,2020-05-12
leaf_106170,Deme_2,2020-06-18
leaf_30261,Deme_1,2020-05-07
leaf_16761,Deme_2,2020-05-12
leaf_52183,Deme_1,2020-04-29
leaf_119582,Deme_1,2020-06-01
leaf_106398,Deme_2,2020-06-18
leaf_139918,Deme_1,2020-05-20
leaf_1440,Deme_1,2020-05-18
leaf_88757,Deme_2,2020-04-07
leaf_137351,Deme_1,2020-05-22
leaf_15210,Deme_2,2020-05-15
leaf_127893,Deme_2,2020-05-27
leaf_9454,Deme_1,2020-03-29
leaf_130156,Deme_2,2020-05-25
leaf_93613,Deme_1,2020-03-31
leaf_62512,Deme_1,2020-04-24
leaf_8508,Deme_2,2020-04-11
leaf_53102,Deme_1,2020-04-28
leaf_101468,Deme_1,2020-07-04
leaf_133470,Deme_2,2020-05-23
leaf_151238,Deme_2,2020-05-15
leaf_80412,Deme_1,2020-04-14
leaf_30472,Deme_2,2020-05-07
leaf_34319,Deme_1,2020-05-05
leaf_31255,Deme_1,2020-05-06
leaf_16466,Imports,2020-05-12
leaf_74462,Deme_1,2020-04-18
leaf_121428,Deme_2,2020-05-31
leaf_43472,Deme_2,2020-05-02
leaf_148571,Deme_1,2020-05-17
leaf_59341,Deme_1,2020-04-26
leaf_85255,Deme_2,2020-04-11
leaf_57131,Deme_1,2020-04-27
leaf_15358,Deme_1,2020-05-15
leaf_51279,Deme_2,2020-04-29
leaf_74239,Deme_1,2020-04-18
leaf_132695,Deme_2,2020-05-24
leaf_25528,Deme_2,2020-05-08
leaf_96503,Deme_2,2020-03-23
leaf_41666,Deme_2,2020-05-03
leaf_129828,Deme_1,2020-05-25
leaf_26112,Deme_2,2020-05-08
leaf_65302,Deme_1,2020-04-23
leaf_6254,Deme_1,2020-04-24
leaf_134439,Deme_2,2020-05-23
leaf_154661,Deme_2,2020-05-14
leaf_3637,Deme_2,2020-05-05
leaf_42418,Deme_2,2020-05-02
leaf_110361,Deme_2,2020-06-11
leaf_109153,Deme_2,2020-06-13
leaf_107874,Deme_2,2020-06-15
leaf_15566,Deme_2,2020-05-14
leaf_66253,Deme_1,2020-04-23
leaf_89831,Deme_2,2020-04-06
leaf_45137,Deme_1,2020-05-01
leaf_68949,Deme_2,2020-04-21
leaf_21713,Deme_2,2020-05-10
leaf_70970,Deme_2,2020-04-20
leaf_81011,Deme_1,2020-04-14
leaf_149647,Deme_2,2020-05-16
leaf_40489,Deme_1,2020-05-03
leaf_36049,Deme_1,2020-05-05
leaf_139130,Deme_2,2020-05-21
leaf_10260,Deme_2,2020-06-29
leaf_52306,Deme_1,2020-04-29
leaf_80102,Deme_1,2020-04-15
leaf_2224,Deme_2,2020-05-10
leaf_151835,Deme_2,2020-05-15
leaf_26923,Deme_2,2020-05-08
leaf_76784,Deme_1,2020-04-17
leaf_142513,Deme_2,2020-05-19
leaf_59219,Deme_2,2020-04-26
leaf_17267,Deme_2,2020-05-11
leaf_152274,Deme_1,2020-05-15
leaf_24236,Deme_2,2020-05-09
leaf_56947,Deme_2,2020-04-27
leaf_134543,Deme_1,2020-05-23
leaf_113363,Deme_2,2020-06-07
leaf_137146,Imports,2020-05-22
leaf_43284,Deme_1,2020-05-02
leaf_31052,Deme_2,2020-05-06
leaf_30979,Deme_2,2020-05-06
leaf_112454,Deme_2,2020-06-08
leaf_127484,Deme_1,2020-05-27
leaf_91542,Deme_1,2020-04-03
leaf_152870,Deme_2,2020-05-15
leaf_112431,Deme_2,2020-06-08
leaf_42144,Deme_1,2020-05-02
leaf_78270,Deme_1,2020-04-16
leaf_154748,Deme_2,2020-05-14
leaf_48239,Deme_2,2020-04-30
leaf_105523,Deme_1,2020-06-20
leaf_93500,Deme_1,2020-03-31
leaf_44670,Deme_2,2020-05-01
leaf_58346,Deme_2,2020-04-26
leaf_83443,Deme_2,2020-04-12
leaf_125918,Imports,2020-05-28
leaf_118317,Deme_1,2020-06-02
leaf_65463,Deme_1,2020-04-23
leaf_16008,Deme_2,2020-05-12
leaf_31795,Deme_2,2020-05-06
leaf_149542,Deme_2,2020-05-16
leaf_124971,Deme_2,2020-05-28
leaf_15733,Deme_1,2020-05-13
leaf_55729,Deme_2,2020-04-27
leaf_127043,Deme_2,2020-05-27
leaf_92536,Deme_1,2020-04-02
leaf_152184,Deme_1,2020-05-15
leaf_85179,Deme_1,2020-04-11
leaf_87279,Deme_1,2020-04-09
leaf_141915,Deme_2,2020-05-19
leaf_124565,Deme_2,2020-05-29
leaf_142373,Deme_2,2020-05-19
leaf_70617,Deme_1,2020-04-21
leaf_77264,Deme_1,2020-04-17
leaf_150756,Deme_1,2020-05-16
leaf_144620,Deme_1,2020-05-18
leaf_104679,Deme_2,2020-06-22
leaf_95534,Deme_2,2020-03-26
leaf_35621,Deme_2,2020-05-05
leaf_136348,Deme_2,2020-05-22
leaf_23441,Deme_2,2020-05-09
leaf_117668,Deme_2,2020-06-03
leaf_104169,Deme_2,2020-06-23
leaf_131599,Deme_1,2020-05-24
leaf_105651,Deme_1,2020-06-19
leaf_1805,Deme_2,2020-05-11
leaf_110534,Deme_2,2020-06-11
leaf_115181,Deme_2,2020-06-05
leaf_41495,Deme_1,2020-05-03
leaf_56092,Deme_1,2020-04-27
leaf_107476,Deme_2,2020-06-15
leaf_39743,Deme_1,2020-05-03
leaf_150716,Deme_1,2020-05-16
leaf_69291,Deme_1,2020-04-21
leaf_79548,Deme_1,2020-04-15
leaf_13149,Deme_2,2020-05-25
leaf_56717,Deme_2,2020-04-27
leaf_62421,Deme_1,2020-04-24
leaf_132037,Deme_1,2020-05-24
leaf_74510,Deme_2,2020-04-18
leaf_35840,Deme_1,2020-05-05
leaf_96831,Deme_1,2020-03-22
leaf_101247,Deme_2,2020-07-06
leaf_32830,Deme_1,2020-05-06
leaf_99069,Deme_1,2020-03-08
leaf_20412,Deme_2,2020-05-10
leaf_136405,Deme_1,2020-05-22
leaf_78355,Deme_2,2020-04-16
leaf_6317,Deme_2,2020-04-24
leaf_62433,Deme_1,2020-04-24
leaf_66569,Deme_1,2020-04-23
leaf_93720,Deme_2,2020-03-30
leaf_148711,Deme_2,2020-05-16
leaf_127142,Deme_2,2020-05-27
leaf_84527,Deme_1,2020-04-11
leaf_65177,Deme_2,2020-04-23
leaf_83004,Deme_2,2020-04-12
leaf_146997,Deme_1,2020-05-17
leaf_120991,Imports,2020-05-31
leaf_120349,Deme_2,2020-06-01
leaf_83973,Deme_2,2020-04-12
leaf_52720,Deme_1,2020-04-28
leaf_52969,Deme_1,2020-04-28
leaf_2949,Imports,2020-05-07
leaf_120895,Deme_2,2020-05-31
leaf_30866,Deme_1,2020-05-07
leaf_110743,Deme_2,2020-06-10
leaf_42889,Deme_2,2020-05-02
leaf_50568,Deme_2,2020-04-29
leaf_39098,Deme_1,2020-05-04
leaf_119091,Deme_2,2020-06-02
leaf_139187,Deme_1,2020-05-21
leaf_47911,Deme_2,2020-04-30
leaf_88376,Deme_2,2020-04-07
leaf_56986,Imports,2020-04-27
leaf_495,Deme_1,2020-07-27
leaf_107961,Imports,2020-06-15
leaf_27199,Deme_2,2020-05-08
leaf_77694,Deme_2,2020-04-16
leaf_27288,Deme_2,2020-05-08
leaf_27459,Deme_1,2020-05-08
leaf_68348,Deme_1,2020-04-22
leaf_97605,Deme_1,2020-03-19
leaf_98425,Deme_1,2020-03-14
leaf_18535,Deme_2,2020-05-11
leaf_32004,Deme_2,2020-05-06
leaf_114656,Deme_2,2020-06-06
leaf_23398,Deme_2,2020-05-09
leaf_34021,Deme_2,2020-05-05
leaf_81285,Deme_2,2020-04-14
leaf_58609,Deme_1,2020-04-26
leaf_107710,Deme_2,2020-06-15
leaf_48061,Deme_2,2020-04-30
leaf_5071,Deme_2,2020-04-29
leaf_129059,Deme_2,2020-05-26
leaf_12891,Deme_2,2020-05-26
leaf_143968,Deme_2,2020-05-18
leaf_152572,Deme_1,2020-05-15
leaf_117911,Deme_2,2020-06-03
leaf_60025,Deme_1,2020-04-25
leaf_134971,Deme_1,2020-05-23
leaf_129641,Deme_1,2020-05-26
leaf_151914,Deme_2,2020-05-15
leaf_33413,Imports,2020-05-06
leaf_37904,Deme_1,2020-05-04
leaf_56283,Deme_2,2020-04-27
leaf_128109,Deme_2,2020-05-26
leaf_70343,Deme_2,2020-04-21
leaf_143944,Deme_1,2020-05-18
leaf_36206,Deme_2,2020-05-05
leaf_79445,Deme_2,2020-04-15
leaf_48901,Deme_2,2020-04-30
leaf_149836,Deme_1,2020-05-16
leaf_102378,Deme_2,2020-06-30
leaf_11997,Deme_2,2020-06-01
leaf_53690,Deme_2,2020-04-28
leaf_17826,Deme_1,2020-05-11
leaf_113154,Deme_2,2020-06-07
leaf_69098,Deme_2,2020-04-21
leaf_41837,Deme_1,2020-05-03
leaf_23387,Deme_2,2020-05-09
leaf_145818,Deme_1,2020-05-18
leaf_147329,Deme_2,2020-05-17
leaf_65743,Deme_1,2020-04-23
leaf_91317,Deme_1,2020-04-04
leaf_50320,Deme_2,2020-04-29
leaf_51656,Deme_2,2020-04-29
leaf_24698,Deme_1,2020-05-09
leaf_99301,Deme_1,2020-03-04
leaf_72558,Deme_2,2020-04-19
leaf_34914,Deme_2,2020-05-05
leaf_116548,Deme_2,2020-06-04
leaf_125501,Deme_2,2020-05-28
leaf_5133,Deme_1,2020-04-29
leaf_48065,Deme_2,2020-04-30
leaf_85638,Deme_1,2020-04-10
leaf_119240,Deme_2,2020-06-02
leaf_45073,Deme_2,2020-05-01
leaf_5320,Deme_2,2020-04-28
leaf_114430,Deme_1,2020-06-06
leaf_99095,Deme_1,2020-03-07
leaf_6706,Deme_1,2020-04-22
leaf_133867,Deme_2,2020-05-23
leaf_26151,Deme_1,2020-05-08
leaf_27969,Deme_1,2020-05-08
leaf_61292,Deme_2,2020-04-25
leaf_117854,Deme_2,2020-06-03
leaf_122371,Deme_2,2020-05-30
leaf_58893,Deme_1,2020-04-26
leaf_20104,Deme_1,2020-05-10
leaf_34679,Deme_2,2020-05-05
leaf_46419,Deme_2,2020-05-01
leaf_46891,Deme_1,2020-05-01
leaf_60586,Deme_1,2020-04-25
leaf_152456,Deme_2,2020-05-15
leaf_56384,Deme_2,2020-04-27
leaf_152005,Deme_1,2020-05-15
leaf_71660,Deme_1,2020-04-20
leaf_46579,Deme_1,2020-05-01
leaf_140689,Deme_1,2020-05-20
leaf_6709,Deme_2,2020-04-22
leaf_88386,Deme_2,2020-04-07
leaf_140601,Deme_2,2020-05-20
leaf_90274,Deme_1,2020-04-05
leaf_153025,Deme_1,2020-05-15
leaf_123292,Deme_1,2020-05-30
leaf_156811,Deme_1,2020-05-13
leaf_16636,Deme_2,2020-05-12
leaf_81493,Deme_2,2020-04-14
leaf_48419,Deme_1,2020-04-30
leaf_104643,Deme_2,2020-06-22
leaf_46984,Deme_1,2020-05-01
leaf_87661,Deme_2,2020-04-08
leaf_78206,Deme_2,2020-04-16
leaf_81135,Deme_2,2020-04-14
leaf_35350,Deme_2,2020-05-05
leaf_43584,Deme_2,2020-05-02
leaf_70301,Deme_1,2020-04-21
leaf_56089,Deme_2,2020-04-27
leaf_88712,Deme_2,2020-04-07
leaf_41333,Deme_2,2020-05-03
leaf_3148,Deme_2,2020-05-06
leaf_78731,Deme_2,2020-04-16
leaf_83213,Deme_1,2020-04-12
leaf_38016,Deme_1,2020-05-04
leaf_31489,Deme_2,2020-05-06
leaf_18742,Deme_2,2020-05-11
leaf_84764,Deme_1,2020-04-11
leaf_60956,Deme_2,2020-04-25
leaf_41284,Deme_1,2020-05-03
leaf_123269,Deme_2,2020-05-30
leaf_105499,Deme_1,2020-06-20
leaf_34168,Deme_1,2020-05-05
leaf_53059,Imports,2020-04-28
leaf_152084,Deme_2,2020-05-15
leaf_69852,Deme_2,2020-04-21
leaf_47007,Deme_2,2020-05-01
leaf_131758,Deme_2,2020-05-24
leaf_91346,Deme_2,2020-04-04
leaf_47300,Deme_1,2020-05-01
leaf_60871,Deme_2,2020-04-25
leaf_4686,Deme_2,2020-05-01
leaf_44217,Deme_1,2020-05-02
leaf_22936,Deme_2,2020-05-09
leaf_12344,Deme_2,2020-05-29
leaf_79767,Imports,2020-04-15
leaf_46683,Deme_1,2020-05-01
leaf_32100,Deme_2,2020-05-06
leaf_146919,Deme_2,2020-05-17
leaf_46276,Deme_2,2020-05-01
leaf_73582,Deme_2,2020-04-19
leaf_91355,Deme_1,2020-04-04
leaf_101415,Deme_1,2020-07-05
leaf_135428,Deme_2,2020-05-22
leaf_61872,Deme_2,2020-04-25
leaf_54130,Deme_2,2020-04-28
leaf_3702,Deme_2,2020-05-04
leaf_53481,Deme_1,2020-04-28
leaf_53636,Deme_2,2020-04-28
leaf_123714,Imports,2020-05-29
leaf_19257,Deme_2,2020-05-11
leaf_111641,Deme_2,2020-06-09
leaf_137704,Deme_1,2020-05-21
leaf_12788,Deme_2,2020-05-27
leaf_33078,Deme_1,2020-05-06
leaf_73053,Deme_2,2020-04-19
leaf_133010,Deme_1,2020-05-24
leaf_157307,Deme_2,2020-05-13
leaf_129069,Deme_1,2020-05-26
leaf_130269,Deme_1,2020-05-25
leaf_121721,Deme_1,2020-05-31
leaf_4616,Deme_1,2020-05-01
leaf_138382,Deme_1,2020-05-21
leaf_155124,Deme_2,2020-05-14
leaf_11751,Deme_1,2020-06-03
leaf_56364,Deme_2,2020-04-27
leaf_76720,Deme_1,2020-04-17
leaf_63521,Deme_2,2020-04-24
leaf_73227,Deme_1,2020-04-19
leaf_50575,Deme_2,2020-04-29
leaf_86239,Deme_1,2020-04-10
leaf_151362,Deme_1,2020-05-15
leaf_140592,Deme_2,2020-05-20
leaf_87936,Deme_2,2020-04-08
leaf_81786,Deme_2,2020-04-13
leaf_112532,Deme_1,2020-06-08
leaf_104208,Deme_2,2020-06-23
leaf_5192,Deme_1,2020-04-29
leaf_113072,Deme_2,2020-06-08
leaf_89844,Deme_1,2020-04-06
leaf_98794,Deme_2,2020-03-11
leaf_87720,Deme_1,2020-04-08
leaf_94743,Deme_1,2020-03-28
leaf_73821,Deme_2,2020-04-19
leaf_123900,Deme_1,2020-05-29
leaf_143203,Deme_2,2020-05-19
leaf_52668,Deme_2,2020-04-28
leaf_105155,Deme_2,2020-06-21
leaf_128320,Deme_2,2020-05-26
leaf_51918,Imports,2020-04-29
leaf_16411,Deme_1,2020-05-12
leaf_145943,Deme_2,2020-05-18
leaf_56463,Deme_2,2020-04-27
leaf_123806,Deme_1,2020-05-29
leaf_108906,Deme_2,2020-06-13
leaf_66750,Deme_2,2020-04-22
leaf_4104,Deme_1,2020-05-03
leaf_52350,Deme_1,2020-04-29
leaf_69956,Deme_2,2020-04-21
leaf_50749,Deme_2,2020-04-29
leaf_62657,Deme_1,2020-04-24
leaf_21493,Deme_1,2020-05-10
leaf_159909,Deme_2,2020-05-12
leaf_4174,Deme_2,2020-05-03
leaf_131804,Deme_2,2020-05-24
leaf_22527,Deme_2,2020-05-10
leaf_103253,Deme_2,2020-06-26
leaf_137106,Deme_1,2020-05-22
leaf_114407,Deme_2,2020-06-06
leaf_23323,Deme_2,2020-05-09
leaf_61651,Deme_2,2020-04-25
leaf_6408,Deme_2,2020-04-24
leaf_77799,Deme_1,2020-04-16
leaf_3817,Deme_1,2020-05-04
leaf_34742,Deme_1,2020-05-05
leaf_17419,Deme_2,2020-05-11
leaf_156153,Deme_2,2020-05-14
leaf_36503,Deme_2,2020-05-04
leaf_28940,Deme_2,2020-05-07
leaf_79887,Deme_1,2020-04-15
leaf_85561,Deme_2,2020-04-10
leaf_148096,Deme_2,2020-05-17
leaf_100976,Deme_2,2020-07-07
leaf_81856,Deme_1,2020-04-13
leaf_82930,Deme_2,2020-04-13
leaf_56513,Deme_2,2020-04-27
leaf_123105,Deme_1,2020-05-30
leaf_24849,Deme_2,2020-05-09
leaf_102893,Deme_1,2020-06-28
leaf_12680,Deme_2,2020-05-27
leaf_40770,Deme_1,2020-05-03
leaf_40771,Deme_1,2020-05-03
leaf_68350,Deme_2,2020-04-22
leaf_129264,Deme_2,2020-05-26
leaf_93667,Deme_2,2020-03-31
leaf_3387,Deme_2,2020-05-05
leaf_133676,Deme_2,2020-05-23
leaf_14323,Deme_1,2020-05-19
leaf_63724,Deme_1,2020-04-24
leaf_124935,Deme_1,2020-05-28
leaf_49102,Deme_2,2020-04-30
leaf_8999,Deme_1,2020-04-05
leaf_68871,Deme_1,2020-04-21
leaf_123164,Deme_1,2020-05-30
leaf_130702,Deme_2,2020-05-25
leaf_116096,Deme_2,2020-06-04
leaf_35133,Deme_1,2020-05-05
leaf_6951,Deme_2,2020-04-21
leaf_95139,Deme_2,2020-03-27
leaf_20842,Deme_2,2020-05-10
leaf_63471,Deme_2,2020-04-24
leaf_8006,Deme_2,2020-04-15
leaf_149956,Deme_1,2020-05-16
leaf_128682,Deme_1,2020-05-26
leaf_154270,Deme_1,2020-05-14
leaf_110233,Deme_1,2020-06-11
leaf_65502,Deme_1,2020-04-23
leaf_117664,Deme_2,2020-06-03
leaf_38592,Deme_2,2020-05-04
leaf_107541,Deme_1,2020-06-15
leaf_138413,Deme_2,2020-05-21
leaf_30524,Deme_1,2020-05-07
leaf_83087,Deme_2,2020-04-12
leaf_24797,Deme_2,2020-05-09
leaf_133942,Deme_1,2020-05-23
leaf_79586,Deme_2,2020-04-15
leaf_79057,Deme_1,2020-04-15
leaf_103514,Deme_2,2020-06-25
leaf_94585,Deme_2,2020-03-29
leaf_64825,Deme_1,2020-04-23
leaf_140651,Deme_1,2020-05-20
leaf_100007,Deme_1,2020-07-17
leaf_125574,Deme_1,2020-05-28
leaf_152129,Deme_2,2020-05-15
leaf_159267,Imports,2020-05-12
leaf_88673,Deme_2,2020-04-07
leaf_125008,Deme_2,2020-05-28
leaf_127734,Deme_2,2020-05-27
leaf_80594,Deme_1,2020-04-14
leaf_68187,Deme_1,2020-04-22
leaf_88670,Deme_2,2020-04-07
leaf_20464,Deme_2,2020-05-10
leaf_20968,Deme_1,2020-05-10
leaf_4407,Deme_2,2020-05-02
leaf_43028,Deme_1,2020-05-02
leaf_39383,Deme_2,2020-05-03
leaf_524,Deme_1,2020-07-26
leaf_140922,Deme_1,2020-05-20
leaf_43836,Deme_2,2020-05-02
leaf_17284,Deme_1,2020-05-11
leaf_27674,Deme_2,2020-05-08
leaf_82089,Deme_1,2020-04-13
leaf_9012,Deme_2,2020-04-05
leaf_94403,Deme_2,2020-03-29
leaf_81718,Deme_1,2020-04-13
leaf_30675,Deme_2,2020-05-07
leaf_35738,Deme_1,2020-05-05
leaf_25255,Deme_2,2020-05-09
leaf_50755,Deme_1,2020-04-29
leaf_131415,Deme_1,2020-05-25
leaf_57891,Deme_2,2020-04-26
leaf_2011,Deme_2,2020-05-10
leaf_140722,Deme_1,2020-05-20
leaf_16264,Deme_2,2020-05-12
leaf_144378,Deme_1,2020-05-18
leaf_30281,Deme_1,2020-05-07
leaf_57440,Deme_2,2020-04-27
leaf_42595,Deme_2,2020-05-02
leaf_10789,Imports,2020-06-15
leaf_121886,Deme_2,2020-05-31
leaf_156107,Deme_2,2020-05-14
leaf_52506,Deme_2,2020-04-29
leaf_124574,Deme_1,2020-05-29
leaf_29494,Deme_1,2020-05-07
leaf_12230,Deme_2,2020-05-30
leaf_82722,Deme_2,2020-04-13
leaf_50170,Deme_2,2020-04-29
leaf_87160,Deme_1,2020-04-09
leaf_100826,Deme_2,2020-07-09
leaf_76565,Deme_1,2020-04-17
leaf_31323,Deme_1,2020-05-06
leaf_33009,Deme_2,2020-05-06
leaf_99337,Deme_1,2020-03-04
leaf_141395,Deme_2,2020-05-20
leaf_55597,Deme_1,2020-04-27
leaf_30569,Deme_2,2020-05-07
leaf_18874,Deme_2,2020-05-11
leaf_147926,Deme_2,2020-05-17
leaf_89176,Deme_2,2020-04-06
leaf_120259,Deme_2,2020-06-01
leaf_35920,Deme_2,2020-05-05
leaf_138049,Deme_1,2020-05-21
leaf_41051,Deme_2,2020-05-03
leaf_3422,Deme_1,2020-05-05
leaf_56908,Deme_1,2020-04-27
leaf_62205,Deme_1,2020-04-25
leaf_61147,Deme_1,2020-04-25
leaf_126180,Deme_2,2020-05-28
leaf_63698,Deme_1,2020-04-24
leaf_30227,Deme_2,2020-05-07
leaf_156679,Deme_2,2020-05-13
leaf_73570,Deme_1,2020-04-19
leaf_34813,Deme_1,2020-05-05
leaf_15304,Deme_2,2020-05-15
leaf_146144,Deme_2,2020-05-18
leaf_107780,Deme_2,2020-06-15
leaf_149128,Deme_2,2020-05-16
leaf_153515,Deme_2,2020-05-15
leaf_13952,Deme_2,2020-05-20
leaf_61688,Deme_2,2020-04-25
